FID,OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,Shape_STAr,Shape_STLe,ShapeSTAre,ShapeSTLen,PARK_ID,REGION,TC_ID,Shape_Leng,OBJECTID_1,TC_ID_1,VALUE_0,TC_E_A,TC_Pv_A,TC_Land_A,TC_Pi_A,TC_P_A,TC_E_P,TC_Pv_P,TC_P_P,TC_Pi_P,OBJECTID_2,TC_ID_12,Total_A,Can_A,Grass_A,Soil_A,Water_A,Build_A,Road_A,Paved_A,Perv_A,Imperv_A,Can_P,Grass_P,Soil_P,Water_P,Build_P,Road_P,Paved_P,Perv_P,Imperv_P,Shape__Area,Shape__Length
448,8274,Frederick Douglass Green,Private, ,3,South End,0.92205578, ,Special District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , , ,0,0,40165.4641113,819.110207689, ,INFO_Reallocation From Dept,8274,819.11020771,440,8274,0,7583,11710,40180,9471,21181,18.8725734196,29.143852663,52.7152812344,23.5714285714,440,8274,40180,7583,11710,0,0,11416,0,9471,19293,20887,18.8725734196,29.143852663,0,0,28.4121453459,0,23.5714285714,48.0164260826,51.9835739174,40165.4645996094,819.110207690275
449,8275,New Chardon Square,Commonwealth of Massachusetts, ,1,Central Boston,1.91, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,83378.782959,1383.54782178, ,INFO_Reallocation From Dept,8275,1383.54782176,441,8275,1,20429,8121,83377,14706,22827,24.5019609725,9.7400961896,27.3780538998,17.6379577102,441,8275,83377,20429,8121,0,0,40121,0,14706,28550,54827,24.5019609725,9.7400961896,0,0,48.1199851278,0,17.6379577102,34.242057162,65.757942838,83378.7822265625,1383.54782174653
450,8276,Chandler/Tremont Plaza,City of Boston,License,1,South End,0.23,415 Tremont Street,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,Private,N,X,Chandler Street Tot Lot,PWD,0,0,10189.420166,702.121796841, ,INFO_Reallocation From Dept,8276,702.121796916,442,8276,0,7107,517,10189,242,759,69.7516930023,5.07409951909,7.44920993228,2.37511041319,442,8276,10189,7107,517,0,0,0,2323,242,7624,2565,69.7516930023,5.07409951909,0,0,0,22.7990970655,2.37511041319,74.8257925213,25.1742074787,10189.4201660156,702.1217968941
451,8277,Nonquit Street Garden,City of Boston, ,5,Dorchester,0.15, ,Residential District,Community Gardens,NULL,Nonquit Street Nbhd Assn,N, , , ,0,0,6360.62231445,440.522538759, ,INFO_Reallocation From Dept,8277,440.522538745,443,8277,0,5324,1037,6361,0,1037,83.6975318346,16.3024681654,16.3024681654,0,443,8277,6361,5324,1037,0,0,0,0,0,6361,0,83.6975318346,16.3024681654,0,0,0,0,0,100,0,6360.6220703125,440.522538755747
452,8279,Peabody Square,City of Boston,A97,1,Dorchester,0.04662133,Ashmont St. & Dorchester Ave.,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,0,0,2030.86108398,187.60614944,232,PARK_Maintenance_Ground Maintenance,8279,187.606149389,444,8279,0,0,605,2031,226,831,0,29.7882816347,40.9158050222,11.1275233875,444,8279,2031,0,605,0,0,0,1200,226,605,1426,0,29.7882816347,0,0,0,59.0841949778,11.1275233875,29.7882816347,70.2117183653,2030.86108398438,187.606149392496
453,8280,Savin Hill Cove,Commonwealth of Massachusetts,A97/WPA,2,Dorchester,1.77442501, ,Special District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,0,0,77295.3278809,2836.84110274, ,INFO_Reallocation From Dept,8280,2836.84110275,445,8280,3986,12646,46373,72657,913,47286,17.4050676466,63.8245454671,65.0811346464,1.25658917929,445,8280,73313,12646,46373,0,656,0,12725,913,59675,13638,17.2493282228,63.2534475468,0,0.894793556395,0,17.3570853737,1.24534530029,81.397569326,18.602430674,77295.3278808594,2836.84110272229
454,8281,Daniel E. O'Connor Park,City of Boston,A97,1,Dorchester,0.13514805, ,Residential District,"Malls, Squares & Plazas",BPRD, ,X,X,"Doucette Square;  Port Norfolk Park", ,0,0,5887.15380859,317.719639376,242,PARK_Maintenance_Region 2,8281,317.719639367,446,8281,0,2496,2690,5888,605,3295,42.3913043478,45.6861413043,55.9612771739,10.2751358696,446,8281,5888,2496,2690,0,0,0,97,605,5186,702,42.3913043478,45.6861413043,0,0,0,1.64741847826,10.2751358696,88.0774456522,11.9225543478,5887.15454101563,317.719639376456
455,8282,First Church Yard,Private, ,1,Roxbury,1.6, ,Institutional District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , , ,0,0,69642.4389648,1711.86317058, ,INFO_Reallocation From Dept,8282,1711.86317059,447,8282,0,40806,22209,69627,3830,26039,58.6065750355,31.8971088802,37.3978485358,5.50073965559,447,8282,69627,40806,22209,0,0,2740,42,3830,63015,6612,58.6065750355,31.8971088802,0,0,3.93525500165,0.0603214270326,5.50073965559,90.5036839157,9.49631608428,69642.4382324219,1711.86317055631
456,8283,Williams Street I,Private, ,6,Jamaica Plain,2.1,215 Forest Hills Street (rear),Residential District,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,91365.451416,1555.23325943, ,INFO_Reallocation From Dept,8283,1555.23325931,448,8283,0,83208,6600,91364,1556,8156,91.0730703559,7.22385184537,8.92692964406,1.7030777987,448,8283,91364,83208,6600,1556,0,0,0,0,91364,0,91.0730703559,7.22385184537,1.7030777987,0,0,0,0,100,0,91365.4516601563,1555.23325931984
457,8284,Oakview Terrace,City of Boston,A97,1,Jamaica Plain,0.10007451,Opposite 34 Oakview Ter.,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,0,0,4359.32275391,249.785341598,218,PARK_Maintenance_Region 3,8284,249.785341621,449,8284,0,1214,2697,4363,452,3149,27.82489113,61.8152647261,72.17510887,10.3598441439,449,8284,4363,1214,2697,0,0,0,0,452,3911,452,27.82489113,61.8152647261,0,0,0,0,10.3598441439,89.6401558561,10.3598441439,4359.32373046875,249.785341618447
458,8285,Belle Isle Marsh Reservation,Commonwealth of Massachusetts,A97/WPA/Ch91/AC,2,East Boston,142.1, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,0,0,6189650.01294,15949.7529595, ,INFO_Reallocation From Dept,8285,15949.7529594,450,8285,49109,487929,5241676,5839223,108980,5350656,8.3560603868,89.7666692983,91.633013502,1.86634420367,450,8285,6140518,487929,5241676,5778,301295,458,180,103202,6036678,103840,7.94605601677,85.3621144014,0.0940962961105,4.90667074016,0.0074586541396,0.00293134878849,1.68067254261,98.3089374545,1.69106254554,6189650.01318359,15949.7529594235
459,8286,Suffolk Downs Infield,Private,WPA/ACEC/Ch91,3,East Boston,28.37534005, ,Industrial District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , , ,0,0,1221235.54858,4571.87966917, ,INFO_Reallocation From Dept,8286,4571.8796692,451,8286,12410,28435,1118112,1153638,3095,1121207,2.46481131863,96.9205244626,97.188806194,0.268281731358,451,8286,1208813,28435,1118112,0,55175,3996,0,3095,1201722,7091,2.35230759431,92.4966889006,0,4.56439498913,0.330572222503,0,0.256036293455,99.413391484,0.586608515957,1221235.54736328,4571.87966921711
460,8287,Allandale Field,Private,A97/Deed Restrt,3,West Roxbury,2.63, ,Conservation Protection Subdistrict,"Parks, Playgrounds & Athletic Fields",BPRD,Private+BPRD,X,X,Annunciation Field, ,0,0,114404.621582,1383.38665091, ,INFO_Reallocation From Dept,8287,1383.38665094,452,8287,0,43983,17709,114402,35254,52963,38.4460061887,15.4796244821,46.2955193091,30.815894827,452,8287,114402,43983,17709,0,0,17456,0,35254,61692,52710,38.4460061887,15.4796244821,0,0,15.2584745022,0,30.815894827,53.9256306708,46.0743693292,114404.621826172,1383.38665091954
461,8288,Mass Art Campus,Commonwealth of Massachusetts, ,1,Fenway/Kenmore,0.31306769, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,13637.4714355,767.64006703, ,INFO_Reallocation From Dept,8288,767.640067015,453,8288,0,725,829,13639,9793,10622,5.31563897646,6.07815822274,77.8796099421,71.8014517193,453,8288,13639,725,829,0,0,2292,0,9793,1554,12085,5.31563897646,6.07815822274,0,0,16.8047510815,0,71.8014517193,11.3937971992,88.6062028008,13637.4709472656,767.640067025336
462,8289,Harbor Point Boulevard,Private, ,1,Dorchester,2.30972838, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,100613.557373,2468.36794303, ,INFO_Reallocation From Dept,8289,2468.36794307,454,8289,0,60957,25408,100612,12492,37900,60.5862123802,25.2534488928,37.6694628871,12.4160139944,454,8289,100612,60957,25408,0,0,0,1755,12492,86365,14247,60.5862123802,25.2534488928,0,0,0,1.74432473264,12.4160139944,85.839661273,14.160338727,100613.557128906,2468.36794310078
463,8290,Jamaicaway,City of Boston,A97/GPOD,2,Jamaica Plain,4.7210912, ,Institutional District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, , ,0,0,206898.9021,16953.0989761, ,INFO_Reallocation From Dept,8290,16953.0989761,455,8290,1,126324,26187,206886,38636,64823,61.0597140454,12.6576955425,31.3327146351,18.6750190926,455,8290,206886,126324,26187,0,0,42,15697,38636,152511,54375,61.0597140454,12.6576955425,0,0,0.0203010353528,7.58727028412,18.6750190926,73.7174095879,26.2825904121,206898.902587891,16953.0989761748
464,8291,Perkins Street,Commonwealth of Massachusetts,A97/GPOD,2,Jamaica Plain,0.22700171, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, , ,0,0,9888.36987305,1359.77483727, ,INFO_Reallocation From Dept,8291,1359.7748373,456,8291,0,7396,158,9879,861,1019,74.8658771131,1.59935216115,10.3148091912,8.71545703006,456,8291,9879,7396,158,0,0,0,1464,861,7554,2325,74.8658771131,1.59935216115,0,0,0,14.8193136957,8.71545703006,76.4652292742,23.5347707258,9888.3701171875,1359.77483729801
465,8292,Chestnut Street,Commonwealth of Massachusetts,A97/GPOD,2,Jamaica Plain,1.03901792, ,Conservation Protection Subdistrict,"Parkways, Reservations & Beaches",DCR,DCR,X,X, , ,0,0,45260.4240723,2700.41609178, ,INFO_Reallocation From Dept,8292,2700.41609188,457,8292,0,43022,877,45265,1203,2080,95.0447365514,1.93747928863,4.59516182481,2.65768253618,457,8292,45265,43022,877,0,0,0,163,1203,43899,1366,95.0447365514,1.93747928863,0,0,0,0.360101623771,2.65768253618,96.9822158401,3.01778415995,45260.4252929688,2700.41609186052
466,8293,Harvard Tract I,Private,100/GPOD,3,Jamaica Plain,5.03376834, ,Conservation Protection Subdistrict,"Parks, Playgrounds & Athletic Fields",NULL,Private,N,X,Dana Greenhouses (Arnold Arboretum), ,0,0,222467.831787,2195.59989498, ,INFO_Reallocation From Dept,8293,2195.59989504,458,8293,1,58684,106305,222458,45083,151388,26.3798110205,47.7865484721,68.0523964074,20.2658479353,458,8293,222458,58684,106305,0,0,12359,27,45083,164989,57469,26.3798110205,47.7865484721,0,0,5.55565544957,0.012137122513,20.2658479353,74.1663594926,25.8336405074,222467.833007813,2195.59989500545
467,8294,Harvard Tract III,Private,100,3,Jamaica Plain,1.45477498, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,Private,N,X,Center Street Tract (Arnold Arboretum), ,0,0,64261.5830078,1483.85667248, ,INFO_Reallocation From Dept,8294,1483.8566725,459,8294,0,50101,13931,64265,233,14164,77.9600093363,21.6774293939,22.0399906637,0.362561269742,459,8294,64265,50101,13931,0,0,0,0,233,64032,233,77.9600093363,21.6774293939,0,0,0,0,0.362561269742,99.6374387303,0.362561269742,64261.5812988281,1483.8566724997
468,8295,Harvard Tract II,Private,100/GPOD,3,Jamaica Plain,5.26425599, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,Private,N,X,Bussey Homestead (Arnold Arboretum), ,0,0,207117.852539,1923.70219822, ,INFO_Reallocation From Dept,8295,1923.70219827,460,8295,0,104492,94334,207108,4225,98559,50.452903799,45.5482163895,47.5882148444,2.03999845491,460,8295,207108,104492,94334,0,0,0,4057,4225,198826,8282,50.452903799,45.5482163895,0,0,0,1.95888135659,2.03999845491,96.0011201885,3.9988798115,207117.851318359,1923.70219823937
469,8296,Hellenic Hill II,Private,100/GPOD,6,Jamaica Plain,6.37162311, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL,Private,N, , , ,0,0,277462.125244,3268.55919603, ,INFO_Reallocation From Dept,8296,3268.55919594,461,8296,0,264661,12768,277466,0,12768,95.3850201466,4.60164488622,4.60164488622,0,461,8296,277466,264661,12768,0,0,0,37,0,277429,37,95.3850201466,4.60164488622,0,0,0,0.0133349671671,0,99.9866650328,0.0133349671671,277462.125732422,3268.55919592763
470,8297,Faneuil Square,City of Boston,A97,1,Central Boston,0.82, ,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X,Faneuil Hall Sq., ,0,0,35577.0852051,1276.02283139,113,INFO_Reallocation From Dept,8297,1276.02283139,462,8297,0,493,500,35575,20998,21498,1.38580463809,1.40548137737,60.4300773015,59.0245959241,462,8297,35575,493,500,0,0,2057,11527,20998,993,34582,1.38580463809,1.40548137737,0,0,5.78215038651,32.4019676739,59.0245959241,2.79128601546,97.2087139845,35577.0854492188,1276.02283141644
471,8298,Temple Street Park,City of Boston,A97/MPPF,1,Back Bay/Beacon Hill,0.05911479,44-46 Temple Street,Residential District,"Malls, Squares & Plazas",BPRD,Private,X,X, ,BPRD,0,0,2449.30615234,198.925360916,300,INFO_Reallocation From Dept,8298,198.925360894,463,8298,0,1551,380,2449,130,510,63.3319722336,15.5165373622,20.8248264598,5.30828909759,463,8298,2449,1551,380,0,0,182,206,130,1931,518,63.3319722336,15.5165373622,0,0,7.43160473663,8.41159657003,5.30828909759,78.8485095958,21.1514904042,2449.30615234375,198.925360923959
472,8299,Williams Street III,City of Boston, ,6,Jamaica Plain,0.31,Cnr Kenton & Dungarven Sts + 241R Forest Hills St,Open Space District,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,13429.4020996,702.742686823, ,INFO_Reallocation From Dept,8299,702.742686769,464,8299,0,13388,36,13424,0,36,99.7318235995,0.268176400477,0.268176400477,0,464,8299,13424,13388,36,0,0,0,0,0,13424,0,99.7318235995,0.268176400477,0,0,0,0,0,100,0,13429.4020996094,702.742686801115
473,8300,American Legion Highway,City of Boston,100,2,Multi-District,6.77872585, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",NULL,BPRD,N,X, ,PWD,0,0,295125.394775,25019.2453697, ,PARK_Maintenance_Region 2,8300,25019.2453698,465,8300,2,170631,69861,295120,18272,88133,57.8174979669,23.6720656004,29.8634453782,6.19137977772,465,8300,295120,170631,69861,0,0,0,36356,18272,240492,54628,57.8174979669,23.6720656004,0,0,0,12.3190566549,6.19137977772,81.4895635674,18.5104364326,295125.389892578,25019.2453698953
474,8301,Morton Street,Commonwealth of Massachusetts,A97,2,Roxbury,0.76090289, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,0,0,33145.5322266,12654.8615616, ,INFO_Reallocation From Dept,8301,12654.8615616,466,8301,0,285,6765,33095,10408,17173,0.861157274513,20.4411542529,51.8900135972,31.4488593443,466,8301,33095,285,6765,0,0,0,15637,10408,7050,26045,0.861157274513,20.4411542529,0,0,0,47.2488291283,31.4488593443,21.3023115274,78.6976884726,33145.5327148438,12654.8615616183
475,8302,St Michael's Cemetery,Private, ,4,Mattapan,46.49983645, ,Open Space District,Cemeteries & Burying Grounds,NULL, ,N, , , ,0,0,2025568.88843,12284.6127286, ,INFO_Reallocation From Dept,8302,12284.6127284,467,8302,3,698771,1110548,2025105,147352,1257900,34.5054207066,54.8390330378,62.1152977253,7.27626468751,467,8302,2025105,698771,1110548,2903,0,27833,40601,144449,1812222,212883,34.5054207066,54.8390330378,0.143350591698,0,1.37439787073,2.00488369739,7.13291409581,89.4878043361,10.5121956639,2025568.88793945,12284.6127284483
476,8303,Monadnock Street Garden,BNAN_TTOR,Land Trust,5,Dorchester,0.22428755, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,9521.57421875,396.75084053, ,INFO_Reallocation From Dept,8303,396.750840509,468,8303,0,3978,5119,9519,67,5186,41.7901040025,53.7766572119,54.4805126589,0.703855447001,468,8303,9519,3978,5119,0,0,100,255,67,9097,422,41.7901040025,53.7766572119,0,0,1.05053051791,2.67885282067,0.703855447001,95.5667612144,4.43323878559,9521.57421875,396.750840508551
477,8304,Ohrenberger Woodland,City of Boston, ,6,West Roxbury,3.81952214, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N,X,Ohrenberger School Campus, ,0,0,164999.29541,2589.97651331, ,INFO_Reallocation From Dept,8304,2589.97651332,469,8304,0,160892,4133,165032,7,4140,97.4913956081,2.50436279025,2.50860439188,0.00424160162878,469,8304,165032,160892,4133,0,0,0,0,7,165025,7,97.4913956081,2.50436279025,0,0,0,0,0.00424160162878,99.9957583984,0.00424160162878,164999.296020508,2589.97651333722
478,8305,Patten's Cove,Commonwealth of Massachusetts,A97/WPA/Ch91,2,Dorchester,9.57859611, ,Industrial District,"Parkways, Reservations & Beaches",DCR, ,X,X,"Savin Hill Marsh; Dorchester Shores Reservation",DCR,0,0,420815.477295,3329.03050301, ,INFO_Reallocation From Dept,8305,3329.03050302,470,8305,0,193035,157296,353132,1404,158700,54.6636951621,44.5431170214,44.9407020604,0.397585039022,470,8305,420822,193035,157296,0,67690,137,1260,1404,418021,2801,45.8709383065,37.3782739496,0,16.0851856604,0.0325553321832,0.299414004021,0.333632747337,99.3343979165,0.665602083541,420815.476806641,3329.03050309245
479,8306,Leo M. Birmingham Parkway,Commonwealth of Massachusetts,A97,2,Allston-Brighton,6.98115238, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,0,0,304104.403809,17169.3181349, ,INFO_Reallocation From Dept,8306,17169.3181349,471,8306,0,109214,126938,304100,38448,165386,35.9138441302,41.7421900691,54.3853995396,12.6432094706,471,8306,304100,109214,126938,0,0,0,29500,38448,236152,67948,35.9138441302,41.7421900691,0,0,0,9.70075633015,12.6432094706,77.6560341993,22.3439658007,304104.404785156,17169.3181348327
480,8307,Rivermoor II,BRA, ,6,West Roxbury,1.02582285, ,Open Space District,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,45024.4802246,1034.60598096, ,INFO_Reallocation From Dept,8307,1034.60598086,472,8307,799,35706,8342,44218,11,8353,80.7499208467,18.8656203356,18.8904970826,0.0248767470261,472,8307,44218,35706,8342,0,0,0,159,11,44048,170,80.7499208467,18.8656203356,0,0,0,0.35958207065,0.0248767470261,99.6155411823,0.384458817676,45024.4802246094,1034.60598089518
481,8308,Rivermoor III,City of Boston,A97,6,West Roxbury,0.50413773, ,Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X,202 Rivermoor St, ,0,0,22611.1237793,661.246354978, ,PARK_Maintenance_Ground Maintenance,8308,661.246354975,473,8308,599,20629,1385,22014,0,1385,93.7085491051,6.29145089489,6.29145089489,0,473,8308,22014,20629,1385,0,0,0,0,0,22014,0,93.7085491051,6.29145089489,0,0,0,0,0,100,0,22611.1237792969,661.246354985796
482,8309,Parley Vale Preserve,Private,A97/Easement,6,Jamaica Plain,0.70082482, ,Residential District,Urban Wilds & Natural Areas,BCC,Private,X,N, ,BCC,0,0,31534.5627441,738.152916897, ,INFO_Reallocation From Dept,8309,738.152916921,474,8309,0,30391,1004,31540,71,1075,96.3570069753,3.1832593532,3.4083703234,0.225110970197,474,8309,31540,30391,1004,0,0,1,73,71,31395,145,96.3570069753,3.1832593532,0,0,0.00317057704502,0.231452124287,0.225110970197,99.5402663285,0.459733671528,31534.5620117188,738.15291692899
483,8310,Meetinghouse Hill Churchyard,Private, ,1,Dorchester,0.80745493, ,Residential District,"Malls, Squares & Plazas",NULL, ,N, ,First Church Yard, ,0,0,35173.3623047,1208.27705327, ,INFO_Reallocation From Dept,8310,1208.27705328,475,8310,0,23182,4673,35156,6848,11521,65.9403800205,13.2921834111,32.7710774832,19.4788940721,475,8310,35156,23182,4673,5241,0,316,137,1607,33096,2060,65.9403800205,13.2921834111,14.9078393446,0,0.898850836273,0.38969166003,4.5710547275,94.1404027762,5.8595972238,35173.3625488281,1208.27705329044
484,8311,Condor Street Overlook,City of Boston,A97/WPA,6,East Boston,0.45,2 Condor Street,Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X, , ,0,0,492863.977295,3018.7924902, ,PARK_Maintenance_Ground Maintenance,8311,3018.79249017,476,8311,485779,109,4774,7050,2074,6848,1.54609929078,67.7163120567,97.134751773,29.4184397163,476,8311,7085,109,4774,0,35,93,0,2074,4918,2167,1.53846153846,67.3817925194,0,0.494001411433,1.31263232181,0,29.2731122089,69.4142554693,30.5857445307,492863.976806641,3018.79249017366
485,8312,Harvard-Livermore Tract,Private, ,6,Mattapan,5.65144064, ,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, ,Pendergast Preventorium,n/a,0,0,259353.140625,2736.21746715, ,INFO_Reallocation From Dept,8312,2736.21746717,477,8312,2,209858,12143,259330,24685,36828,80.9231481124,4.68245093125,14.2012108125,9.51875988123,477,8312,259330,209858,12143,3341,0,12623,21,21344,225342,33988,80.9231481124,4.68245093125,1.28831990128,0,4.86754328462,0.00809779046003,8.23043997995,86.893918945,13.106081055,259353.140625,2736.21746720031
486,8313,McCormack School Ball Field,City of Boston, ,3,Dorchester,1.4, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, , ,0,0,61100.2265625,985.143697913, ,INFO_Reallocation From Dept,8313,985.143697928,478,8313,0,14649,36914,61103,9540,46454,23.974272949,60.4127456917,76.025727051,15.6129813593,478,8313,61103,14649,36914,9194,0,0,0,346,60757,346,23.974272949,60.4127456917,15.0467243834,0,0,0,0.566256975926,99.4337430241,0.566256975926,61100.2260742188,985.143697907037
487,8314,Boston College HS Athletic Fields,Private, ,3,Dorchester,19.53, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , , ,0,0,807846.773926,4155.8004452, ,INFO_Reallocation From Dept,8314,4155.80044515,479,8314,0,28773,168325,807842,587881,756206,3.56171132474,20.8363764201,93.6081560503,72.7717796302,479,8314,807842,28773,168325,0,0,11882,10981,587881,197098,610744,3.56171132474,20.8363764201,0,0,1.47083216768,1.35930045727,72.7717796302,24.3980877449,75.6019122551,807846.774414063,4155.80044514026
488,8315,Neponset River Corridor,Private, ,6,Hyde Park,1.1875683, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,51731.3447266,1175.48452126, ,INFO_Reallocation From Dept,8315,1175.48452121,480,8315,0,26882,6715,51731,11373,18088,51.964972647,12.9806112389,34.9654945777,21.9848833388,480,8315,51731,26882,6715,0,0,4081,2680,11373,33597,18134,51.964972647,12.9806112389,0,0,7.88888674103,5.18064603429,21.9848833388,64.9455838859,35.0544161141,51731.3447265625,1175.48452123412
489,8316,Truman Parkway,Commonwealth of Massachusetts,A97,2,Hyde Park,2.71476245, ,Industrial District,"Parkways, Reservations & Beaches",DCR, ,X,X, , ,0,0,118257.156006,15285.5689082, ,INFO_Reallocation From Dept,8316,15285.5689083,481,8316,885,71424,22683,117322,12313,34996,60.8786075928,19.3339697584,29.8290175756,10.4950478171,481,8316,117322,71424,22683,0,0,0,10902,12313,94107,23215,60.8786075928,19.3339697584,0,0,0,9.29237483166,10.4950478171,80.2125773512,19.7874226488,118257.153808594,15285.5689082423
490,8317,West Austin Rock,City of Boston,A97,6,Hyde Park,0.3,216 West Street,Residential District,Urban Wilds & Natural Areas,BCC,BPRD,X,X,West and Austin Street Rock Urban Wild,BCC,0,0,12904.4125977,485.883217359, ,PARK_Maintenance_Ground Maintenance,8317,485.883217326,482,8317,0,12828,79,12907,0,79,99.3879290308,0.612070969241,0.612070969241,0,482,8317,12907,12828,79,0,0,0,0,0,12907,0,99.3879290308,0.612070969241,0,0,0,0,0,100,0,12904.4118652344,485.883217334085
491,8318,Arborway Overpass Path,Commonwealth of Massachusetts,A97,2,Jamaica Plain,1.16375787, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, , ,0,0,50694.1855469,10714.8764726, ,INFO_Reallocation From Dept,8318,10714.8764727,483,8318,0,78,6799,50653,6793,13592,0.153988904902,13.422699544,26.8335537875,13.4108542436,483,8318,50653,78,6799,0,0,0,36983,6793,6877,43776,0.153988904902,13.422699544,0,0,0,73.0124573076,13.4108542436,13.5766884489,86.4233115511,50694.1867675781,10714.8764727064
492,8319,Franklin Park Zoo,City of Boston,A97,3,Roxbury,63.82, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,Zoo New England,X,X,Zoo New England,DCR,0,0,2780051.57837,7641.83741159, ,INFO_Reallocation From Dept,8319,7641.83741161,484,8319,7,1817179,540574,2776845,159406,699980,65.4404188927,19.4672010861,25.2077447607,5.74054367457,484,8319,2780041,1817179,540574,910,3196,126927,132759,158496,2361859,418182,65.3651870602,19.4448211375,0.0327333301919,0.114962333289,4.5656520893,4.77543316807,5.70121088142,84.9577038612,15.0422961388,2780051.57836914,7641.83741160594
493,8320,Newland Street Park,City of Boston,A97,3,South End,0.13833095,"97 West Concord;  Playlot Entrance, 90HF Newland Street",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Newland Street Playground,BPRD,0,0,6682.09912109,357.034596479, ,PARK_Maintenance_Region 6,8320,357.034596562,485,8320,0,4232,1749,6683,462,2211,63.3248541074,26.1708813407,33.0839443364,6.91306299566,485,8320,6683,4232,1749,0,0,39,201,462,5981,702,63.3248541074,26.1708813407,0,0,0.58357025288,3.00763130331,6.91306299566,89.4957354482,10.5042645518,6682.09912109375,357.034596563141
494,8321,Northhampton St Community Garden,Community Group/Nonprofit,Land Trust,5,South End,0.22024522, ,Open Space District,Community Gardens,BNAN_TTOR, ,N, , , ,0,0,9594.05273438,393.310260179, ,INFO_Reallocation From Dept,8321,393.310260288,486,8321,0,1369,6071,9597,1431,7502,14.2648744399,63.2593518808,78.1702615401,14.9109096593,486,8321,9597,1369,6071,0,0,63,663,1431,7440,2157,14.2648744399,63.2593518808,0,0,0.656455142232,6.90840887777,14.9109096593,77.5242263207,22.4757736793,9594.05249023438,393.310260266409
495,8322,Zero Quinn Way,City of Boston,A97,3,West Roxbury,0.03197035, ,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,1395.08703613,181.969756517,331,INFO_Reallocation From Dept,8322,181.969756507,487,8322,0,480,891,1397,26,917,34.359341446,63.7795275591,65.640658554,1.86113099499,487,8322,1397,480,891,0,0,0,0,26,1371,26,34.359341446,63.7795275591,0,0,0,0,1.86113099499,98.138869005,1.86113099499,1395.0869140625,181.969756499839
496,8323,Harvard Business School Athltc Flds,Private, ,3,Allston-Brighton,0.56528814, ,Institutional District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , , ,0,0,24624.4196777,671.410409028, ,INFO_Reallocation From Dept,8323,671.410408981,488,8323,0,4626,180,24625,19805,19985,18.785786802,0.730964467005,81.1573604061,80.4263959391,488,8323,24625,4626,180,0,0,0,14,19805,4806,19819,18.785786802,0.730964467005,0,0,0,0.0568527918782,80.4263959391,19.516751269,80.483248731,24624.4191894531,671.410408980672
