FID,OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,Shape_STAr,Shape_STLe,ShapeSTAre,ShapeSTLen,PARK_ID,REGION,TC_ID,Shape_Leng,OBJECTID_1,TC_ID_1,VALUE_0,TC_E_A,TC_Pv_A,TC_Land_A,TC_Pi_A,TC_P_A,TC_E_P,TC_Pv_P,TC_P_P,TC_Pi_P,OBJECTID_2,TC_ID_12,Total_A,Can_A,Grass_A,Soil_A,Water_A,Build_A,Road_A,Paved_A,Perv_A,Imperv_A,Can_P,Grass_P,Soil_P,Water_P,Build_P,Road_P,Paved_P,Perv_P,Imperv_P,Shape__Area,Shape__Length
497,8324,Bromley Heath Play Area,City of Boston, ,3,Jamaica Plain,0.82120332, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, , ,0,0,35772.2409668,1206.19127719, ,INFO_Reallocation From Dept,8324,1206.19127726,489,8324,0,9141,7121,35773,14761,21882,25.5527912112,19.9060744137,61.1690381014,41.2629636877,489,8324,35773,9141,7121,0,0,4750,0,14761,16262,19511,25.5527912112,19.9060744137,0,0,13.2781706874,0,41.2629636877,45.4588656249,54.5411343751,35772.2407226563,1206.19127722831
498,8325,Fenelon Street Playground,City of Boston,A97,3,Roxbury,0.19, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,8380.89672852,388.483560878,114,PARK_Maintenance_Ground Maintenance,8325,388.483560834,490,8325,0,352,513,8381,7507,8020,4.1999761365,6.12098794893,95.69263811,89.5716501611,490,8325,8381,352,513,0,0,9,0,7507,865,7516,4.1999761365,6.12098794893,0,0,0.10738575349,0,89.5716501611,10.3209640854,89.6790359146,8380.89672851563,388.483560836887
499,8326,Oak Terrace Playlot,Private, ,3,Central Boston,0.0309362, ,Special District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , , ,0,0,1347.60742188,147.284300824, ,INFO_Reallocation From Dept,8326,147.284300819,491,8326,0,900,276,1348,172,448,66.765578635,20.4747774481,33.234421365,12.7596439169,491,8326,1348,900,276,0,0,0,0,172,1176,172,66.765578635,20.4747774481,0,0,0,0,12.7596439169,87.2403560831,12.7596439169,1347.60717773438,147.284300819532
500,8327,Stanley-Bellevue Park,City of Boston,A97,3,Dorchester,0.35177328,23 Bellevue St,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,15599.3317871,546.3333491,293,PARK_Maintenance_Region 2,8327,546.33334909,492,8327,0,10228,5188,15600,146,5334,65.5641025641,33.2564102564,34.1923076923,0.935897435897,492,8327,15600,10228,5188,0,0,0,38,146,15416,184,65.5641025641,33.2564102564,0,0,0,0.24358974359,0.935897435897,98.8205128205,1.17948717949,15599.3317871094,546.333349107247
501,8328,Allandale Woods ROW,Private,A97,6,West Roxbury,0.16, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,BCC,BPRD,X,X, , ,0,0,7137.36206055,777.151211461, ,PARK_Maintenance_Ground Maintenance,8328,777.151211475,493,8328,0,3402,671,6577,2494,3165,51.7257108104,10.2022198571,48.1222441843,37.9200243272,493,8328,6577,3402,671,0,0,10,0,2494,4073,2504,51.7257108104,10.2022198571,0,0,0.152045005322,0,37.9200243272,61.9279306675,38.0720693325,7137.3623046875,777.151211488995
502,8329,St Helena's Park,City of Boston,A97,3,South End,0.17301401, ,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,7614.23608398,352.523984876,291,PARK_Maintenance_Region 6,8329,352.523984799,494,8329,0,7073,539,7612,0,539,92.9190751445,7.08092485549,7.08092485549,0,494,8329,7612,7073,539,0,0,0,0,0,7612,0,92.9190751445,7.08092485549,0,0,0,0,0,100,0,7614.236328125,352.523984806387
503,8330,Theresa Hynes Park,Private,A97/CR,3,Allston-Brighton,0.45342376,99 Chestnut Hill Avenue,Residential District,"Parks, Playgrounds & Athletic Fields",BCC, ,X,X, , ,0,0,18443.8371582,770.901282891, ,INFO_Reallocation From Dept,8330,770.90128291,495,8330,0,16786,1647,18436,3,1650,91.0501193317,8.93360815795,8.94988066826,0.0162725103059,495,8330,18436,16786,1647,0,0,0,0,3,18433,3,91.0501193317,8.93360815795,0,0,0,0,0.0162725103059,99.9837274897,0.0162725103059,18443.8369140625,770.901282885411
504,8331,NCAAA Museum Grounds,Private, ,1,Roxbury,0.8369024, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N, , , ,0,0,36456.1201172,903.295074416, ,INFO_Reallocation From Dept,8331,903.295074416,496,8331,0,22636,13206,36465,623,13829,62.0759632524,36.2155491567,37.9240367476,1.70848759084,496,8331,36465,22636,13206,0,0,0,0,623,35842,623,62.0759632524,36.2155491567,0,0,0,0,1.70848759084,98.2915124092,1.70848759084,36456.1201171875,903.295074416444
505,8332,Eastport Park,Massport, ,3,South Boston,1.15,2 Seaport Lane,Special District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, , ,0,0,50106.0925293,1156.19210108, ,INFO_Reallocation From Dept,8332,1156.19210114,497,8332,1,36578,3952,50099,9288,13240,73.011437354,7.88838100561,26.4276732071,18.5392922014,497,8332,50099,36578,3952,0,0,0,281,9288,40530,9569,73.011437354,7.88838100561,0,0,0,0.560889438911,18.5392922014,80.8998183596,19.1001816404,50106.0925292969,1156.19210115388
506,8333,South Boston Maritime Park,Massport,Ch91,3,South Boston,0.88,"Btwn Congress St, D St Extension & Northern Ave",Industrial District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, , ,0,0,38184.1550293,956.387382938, ,INFO_Reallocation From Dept,8333,956.387382906,498,8333,0,23975,6257,38182,7950,14207,62.7913676602,16.3873029176,37.2086323398,20.8213294222,498,8333,38182,23975,6257,0,0,0,0,7950,30232,7950,62.7913676602,16.3873029176,0,0,0,0,20.8213294222,79.1786705778,20.8213294222,38184.1545410156,956.387382900481
507,8334,Ernst Chery Jr. Playground,City of Boston,A97,3,Mattapan,0.25, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Orlando Street Playground,BPRD,0,0,10190.5083008,406.765879046,109,PARK_Maintenance_Region 2,8334,406.765879038,499,8334,0,9558,420,10193,215,635,93.7702344746,4.12047483567,6.22976552536,2.10929068969,499,8334,10193,9558,420,0,0,0,0,215,9978,215,93.7702344746,4.12047483567,0,0,0,0,2.10929068969,97.8907093103,2.10929068969,10190.5080566406,406.765879037531
508,8335,Millennium Park II,City of Boston,A97/WPA,6,West Roxbury,8.33,300 Gardner Str.,Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X,Dump Shoreline Urban Wild, ,0,0,362928.05249,2457.21400906, ,PARK_Maintenance_Ground Maintenance,8335,2457.21400901,500,8335,85,191254,170429,361683,0,170429,52.8789022431,47.1210977569,47.1210977569,0,500,8335,361953,191254,170429,0,270,0,0,0,361953,0,52.8394570566,47.085947623,0,0.0745953203869,0,0,0,100,0,362928.052612305,2457.21400902508
509,8336,North Point Park,Commonwealth of Massachusetts,A97/WPA/Ch91,3,Central Boston,1.77174555, ,Special District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X, , ,0,0,101981.99585,1503.94223439, ,INFO_Reallocation From Dept,8336,1503.94223436,501,8336,6504,29773,30553,78646,18320,48873,37.8569793759,38.8487653536,62.1430206241,23.2942552705,501,8336,95476,29773,30553,0,16830,0,0,18320,77156,18320,31.183752985,32.0007122209,0,17.6274665885,0,0,19.1880682056,80.8119317944,19.1880682056,101981.994628906,1503.94223439274
510,8337,Bremen Street Park I,Massport,CAT Mit,3,East Boston,17.79, ,Special District,"Parks, Playgrounds & Athletic Fields",MA EOEEA,Massport,N,X, ,Massport,0,0,774851.828125,8371.50571649, ,INFO_Reallocation From Dept,8337,8371.5057165,502,8337,7,228725,213368,774839,153979,367347,29.5190355674,27.5370754441,47.4094618366,19.8723863925,502,8337,774839,228725,213368,0,0,3962,174805,153979,442093,332746,29.5190355674,27.5370754441,0,0,0.511332031558,22.5601705645,19.8723863925,57.0561110114,42.9438889886,774851.827392578,8371.50571652289
511,8338,South Bank Park,Commonwealth of Massachusetts,A97/CAT Mit/WPA,2,Central Boston,2.39,Beverley and Causeway Sts,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Revere Plaza,DCR,0,0,104328.775146,3270.72372368, ,INFO_Reallocation From Dept,8338,3270.72372362,503,8338,9333,4398,12187,94715,60774,72961,4.6434038959,12.867022119,77.0321490788,64.1651269598,503,8338,94999,4398,12187,5284,284,522,16834,55490,22153,72846,4.62952241603,12.8285560901,5.56216381225,0.298950515269,0.549479468205,17.7201865283,58.4111411699,23.3191928336,76.6808071664,104328.775878906,3270.72372361989
512,8339,Bessie Barnes Garden,Community Group/Nonprofit,Land Trust,5,South End,0.13321562, ,Open Space District,Community Gardens,BNAN_TTOR, ,N, , , ,0,0,5802.97729492,322.545369623, ,INFO_Reallocation From Dept,8339,322.545369692,504,8339,0,2078,2807,5805,920,3727,35.7967269595,48.3548664944,64.2032730405,15.8484065461,504,8339,5805,2078,2807,0,0,0,0,920,4885,920,35.7967269595,48.3548664944,0,0,0,0,15.8484065461,84.1515934539,15.8484065461,5802.9775390625,322.545369715547
513,8340,Union Square Plaza,City of Boston, ,1,Allston-Brighton,0.07861218, ,Open Space District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,16984.1501465,1005.41280729, ,INFO_Reallocation From Dept,8340,1005.41280734,505,8340,0,6513,787,16982,9362,10149,38.3523731009,4.63431869038,59.7632787658,55.1289600754,505,8340,16982,6513,787,0,0,0,320,9362,7300,9682,38.3523731009,4.63431869038,0,0,0,1.88434813332,55.1289600754,42.9866917913,57.0133082087,16984.1506347656,1005.4128073325
514,8341,Oakdale Street Community Garden,MBTA,NULL,5,Jamaica Plain,0.15597314, ,Open Space District,Community Gardens,NULL,DCR,N,N, ,DCR,0,0,6963.85742188,383.988316399, ,INFO_Reallocation From Dept,8341,383.988316448,506,8341,0,5753,1071,6960,136,1207,82.658045977,15.3879310345,17.341954023,1.95402298851,506,8341,6960,5753,1071,0,0,0,0,136,6824,136,82.658045977,15.3879310345,0,0,0,0,1.95402298851,98.0459770115,1.95402298851,6963.85864257813,383.988316465318
515,8342,Our Garden,City of Boston, ,5,East Boston,0.34129706, ,Residential District,Community Gardens,NULL, ,N,X, ,BPS,0,0,9191.27539062,422.716331356, ,INFO_Reallocation From Dept,8342,422.71633137,507,8342,0,5809,743,9197,2645,3388,63.1619006198,8.07872132217,36.8380993802,28.7593780581,507,8342,9197,5809,743,0,0,0,0,2645,6552,2645,63.1619006198,8.07872132217,0,0,0,0,28.7593780581,71.2406219419,28.7593780581,9191.275390625,422.716331354454
516,8343,Paul Sullivan House Comm Garden,Community Group/Nonprofit, ,5,Dorchester,0.05367956, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,2284.5949707,225.769229783, ,INFO_Reallocation From Dept,8343,225.769229754,508,8343,0,1001,1002,2284,175,1177,43.826619965,43.8704028021,51.5323992995,7.66199649737,508,8343,2284,1001,1002,0,0,70,36,175,2003,281,43.826619965,43.8704028021,0,0,3.06479859895,1.5761821366,7.66199649737,87.6970227671,12.3029772329,2284.59497070313,225.769229753794
517,8344,Boston Evening Academy Garden,City of Boston, ,5,Roxbury,0.22, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,9409.82006836,391.636353756, ,INFO_Reallocation From Dept,8344,391.636353706,509,8344,0,4650,4707,9412,38,4745,49.4050148746,50.0106247344,50.4143646409,0.403739906502,509,8344,9412,4650,4707,0,0,17,0,38,9357,55,49.4050148746,50.0106247344,0,0,0.180620484488,0,0.403739906502,99.415639609,0.58436039099,9409.8193359375,391.636353706359
518,8345,Phyllis Wheatley/Warren Place,City of Boston, ,5,Roxbury,0.15, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,6472.75146484,335.374412637, ,INFO_Reallocation From Dept,8345,335.374412567,510,8345,0,1711,1236,6457,3510,4746,26.4983738578,19.1420164163,73.5016261422,54.3596097259,510,8345,6457,1711,1236,0,0,0,0,3510,2947,3510,26.4983738578,19.1420164163,0,0,0,0,54.3596097259,45.6403902741,54.3596097259,6472.75170898438,335.374412582322
519,8346,ReVision House Urban Farm #2,Community Group/Nonprofit, ,5,Mattapan,0.37642885, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,7788.18652344,462.416339075, ,INFO_Reallocation From Dept,8346,462.416339,511,8346,0,2983,3961,7790,671,4632,38.2926829268,50.8472400513,59.4608472401,8.6136071887,511,8346,7790,2983,3961,0,0,175,0,671,6944,846,38.2926829268,50.8472400513,0,0,2.24646983312,0,8.6136071887,89.1399229782,10.8600770218,7788.18676757813,462.416339030756
520,8347,Shore Plaza East Garden,Private, ,5,East Boston,0.09258596, ,Special District,Community Gardens,NULL, ,N, , , ,0,0,4033.12841797,261.364675641, ,INFO_Reallocation From Dept,8347,261.364675593,512,8347,0,0,1209,4040,2831,4040,0,29.9257425743,100,70.0742574257,512,8347,4040,0,1209,0,0,0,0,2831,1209,2831,0,29.9257425743,0,0,0,0,70.0742574257,29.9257425743,70.0742574257,4033.12866210938,261.364675609406
521,8348,South Street Community Garden,Commonwealth of Massachusetts, ,5,Jamaica Plain,0.47012064, ,Open Space District,Community Gardens,NULL, ,N, , , ,0,0,20478.8164062,571.983166806, ,PARK_Maintenance_Ground Maintenance,8348,571.983166825,513,8348,0,2844,17630,20474,0,17630,13.8907883169,86.1092116831,86.1092116831,0,513,8348,20474,2844,17630,0,0,0,0,0,20474,0,13.8907883169,86.1092116831,0,0,0,0,0,100,0,20478.8168945313,571.983166808735
522,8349,Starr Lane Park,City of Boston, ,5,Jamaica Plain,0.06203976, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,2495.54931641,205.11869072, ,INFO_Reallocation From Dept,8349,205.118690801,514,8349,0,530,1358,2497,558,1916,21.2254705647,54.3852623148,76.7320784942,22.3468161794,514,8349,2497,530,1358,0,0,5,46,558,1888,609,21.2254705647,54.3852623148,0,0,0.200240288346,1.84221065278,22.3468161794,75.6107328795,24.3892671205,2495.54931640625,205.118690765995
523,8350,The Food Project Lot #3,Private, ,5,Roxbury,0.11455758,18 Albion Street,Residential District,Community Gardens,NULL, ,N, , , ,0,0,5139.078125,302.340955179, ,INFO_Reallocation From Dept,8350,302.340955195,515,8350,0,32,5031,5142,79,5110,0.622325943213,97.8413068845,99.3776740568,1.53636717231,515,8350,5142,32,5031,0,0,0,0,79,5063,79,0.622325943213,97.8413068845,0,0,0,0,1.53636717231,98.4636328277,1.53636717231,5139.078125,302.340955183996
524,8351,Wakullah St. CG,BRA, ,5,Roxbury,0.10242284, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,4089.09765625,262.192128212, ,INFO_Reallocation From Dept,8351,262.192128224,516,8351,0,2109,1639,4098,0,1639,51.4641288433,39.9951195705,39.9951195705,0,516,8351,4098,2109,1639,0,0,0,350,0,3748,350,51.4641288433,39.9951195705,0,0,0,8.54075158614,0,91.4592484139,8.54075158614,4089.09765625,262.192128230759
525,8352,Warren Gardens Community Garden,Community Group/Nonprofit, ,5,Roxbury,0.25898998, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,11281.8117676,492.405841484, ,INFO_Reallocation From Dept,8352,492.405841431,517,8352,0,2609,7415,11288,1264,8679,23.1130403969,65.6892274982,76.8869596031,11.1977321049,517,8352,11288,2609,7415,0,0,0,0,1264,10024,1264,23.1130403969,65.6892274982,0,0,0,0,11.1977321049,88.8022678951,11.1977321049,11281.8117675781,492.405841435402
526,8353,Washington Manor Community Garden,BHA, ,5,South End,0.02207476,Between Washburn St and Dorchester Ave,Special District,Community Gardens,NULL,BHA,N, , , ,0,0,961.597167969,124.124119101, ,INFO_Reallocation From Dept,8353,124.124119079,518,8353,0,0,0,964,963,963,0,0,99.8962655602,99.8962655602,518,8353,964,0,0,0,0,1,0,963,0,964,0,0,0,0,0.103734439834,0,99.8962655602,0,100,961.59716796875,124.124119079282
527,8354,13th Street Circle Garden,City of Boston, ,5,Charlestown,0.05871058, ,Special District,Community Gardens,NULL, ,N,N, , ,0,0,2557.48120117,182.589343967, ,INFO_Reallocation From Dept,8354,182.589343997,519,8354,0,1718,155,2556,0,155,67.2143974961,6.0641627543,6.0641627543,0,519,8354,2556,1718,155,0,0,0,683,0,1873,683,67.2143974961,6.0641627543,0,0,0,26.7214397496,0,73.2785602504,26.7214397496,2557.48071289063,182.589343986578
528,8355,8th Street Circle Garden,City of Boston, ,5,Charlestown,0.04690589, ,Special District,Community Gardens,NULL, ,N, , , ,0,0,2043.25634766,163.226965819, ,INFO_Reallocation From Dept,8355,163.226965833,520,8355,0,1481,88,2046,0,88,72.38514174,4.30107526882,4.30107526882,0,520,8355,2046,1481,88,0,0,0,477,0,1569,477,72.38514174,4.30107526882,0,0,0,23.3137829912,0,76.6862170088,23.3137829912,2043.25610351563,163.226965824346
529,8356,9th Street Circle Garden,City of Boston, ,5,Charlestown,0.04569857, ,Special District,Community Gardens,NULL, ,N, , , ,0,0,1990.66943359,161.128611603, ,INFO_Reallocation From Dept,8356,161.128611622,521,8356,0,1430,85,1988,0,85,71.9315895372,4.27565392354,4.27565392354,0,521,8356,1988,1430,85,0,0,0,473,0,1515,473,71.9315895372,4.27565392354,0,0,0,23.7927565392,0,76.2072434608,23.7927565392,1990.669921875,161.128611617927
530,8357,Agassiz Community & School Garden,City of Boston, ,5,Jamaica Plain,0.1863999, ,Commercial/Office/Business District,Community Gardens,NULL, ,N,X, , ,0,0,8370.23608398,477.263708071, ,INFO_Reallocation From Dept,8357,477.263708057,522,8357,0,5345,750,8374,400,1150,63.8285168378,8.95629328875,13.7329830428,4.776689754,522,8357,8374,5345,750,0,0,0,1879,400,6095,2279,63.8285168378,8.95629328875,0,0,0,22.4385001194,4.776689754,72.7848101266,27.2151898734,8370.236328125,477.263708078501
531,8358,Clementine Park,City of Boston, ,5,Dorchester,0.02508511, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,1011.93115234,137.527678397, ,INFO_Reallocation From Dept,8358,137.527678446,523,8358,0,315,461,1012,158,619,31.1264822134,45.5533596838,61.1660079051,15.6126482213,523,8358,1012,315,461,0,0,78,0,158,776,236,31.1264822134,45.5533596838,0,0,7.70750988142,0,15.6126482213,76.6798418972,23.3201581028,1011.93212890625,137.527678429462
532,8359,Columbia Point Community Garden,Private, ,5,Dorchester,0.05, ,Commercial/Office/Business District,Community Gardens,NULL, ,N, , , ,0,0,2026.83691406,233.355884635, ,INFO_Reallocation From Dept,8359,233.355884673,524,8359,0,708,1144,2029,177,1321,34.8940364712,56.382454411,65.1059635288,8.72350911779,524,8359,2029,708,1144,0,0,0,0,177,1852,177,34.8940364712,56.382454411,0,0,0,0,8.72350911779,91.2764908822,8.72350911779,2026.8369140625,233.355884653436
533,8360,Commonwealth Tenants Association CG,BHA, ,5,Allston-Brighton,0.35038399, ,Residential District,Community Gardens,NULL,BHA,N, , , ,0,0,15262.9978027,752.107343568, ,INFO_Reallocation From Dept,8360,752.10734358,525,8360,0,4122,10667,15255,466,11133,27.0206489676,69.9246148804,72.9793510324,3.05473615208,525,8360,15255,4122,10667,0,0,0,0,466,14789,466,27.0206489676,69.9246148804,0,0,0,0,3.05473615208,96.9452638479,3.05473615208,15262.9978027344,752.107343609144
534,8361,Lombardi Memorial Park,BHA, ,1,East Boston,0.53, ,Residential District,"Malls, Squares & Plazas",NULL,BHA,N,X,Maverick Landing Park, ,0,0,23069.9018555,609.244293454, ,INFO_Reallocation From Dept,8361,609.244293469,526,8361,0,11040,5273,23070,6757,12030,47.8543563069,22.8565236238,52.1456436931,29.2891200694,526,8361,23070,11040,5273,0,0,0,0,6757,16313,6757,47.8543563069,22.8565236238,0,0,0,0,29.2891200694,70.7108799306,29.2891200694,23069.9018554688,609.244293468811
535,8362,Charlestown Parcel 6,MassDOT,CAT Mit,1,Charlestown,0.12, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,5053.02368164,282.90903808, ,INFO_Reallocation From Dept,8362,282.909038062,527,8362,0,0,4651,5054,403,5054,0,92.0261179264,100,7.97388207361,527,8362,5054,0,4651,0,0,0,0,403,4651,403,0,92.0261179264,0,0,0,0,7.97388207361,92.0261179264,7.97388207361,5053.02270507813,282.909038081088
536,8363,West End Park,MassDOT,CAT Mit,1,Central Boston,0.14,"Intersection of Nashua St, Lomasney Way & Martha Road",Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,5926.28320312,543.11739613, ,INFO_Reallocation From Dept,8363,543.117396203,528,8363,0,1309,1763,5928,2856,4619,22.0816464238,29.7402159244,77.9183535762,48.1781376518,528,8363,5928,1309,1763,0,0,0,0,2856,3072,2856,22.0816464238,29.7402159244,0,0,0,0,48.1781376518,51.8218623482,48.1781376518,5926.28198242188,543.117396184224
537,8364,Urban Arboretum,MassDOT,CAT Mit,1,Central Boston,1.95, ,Special District,"Malls, Squares & Plazas",NULL,Private,N,X, ,MA DOT,0,0,84846.5061035,3318.74945283, ,INFO_Reallocation From Dept,8364,3318.74945278,529,8364,0,56877,8885,84830,16950,25835,67.0482140752,10.4738889544,30.4550277025,19.9811387481,529,8364,84830,56877,8885,0,0,0,2118,16950,65762,19068,67.0482140752,10.4738889544,0,0,0,2.49675822233,19.9811387481,77.5221030296,22.4778969704,84846.5065917969,3318.7494527771
538,8365,Lincoln Street Green,MassDOT,A97/CAT Mit/RFK,1,Central Boston,0.18,17 South Street,Special District,"Malls, Squares & Plazas",RFK Greenway Conservancy, ,X,X,Kennedy Greenway Parcel 23b, ,0,0,7734.47265625,516.332800005, ,INFO_Reallocation From Dept,8365,516.332799993,530,8365,0,4170,2917,7738,598,3515,53.8898940295,37.6970793487,45.4251744637,7.72809511502,530,8365,7738,4170,2917,0,0,53,0,598,7087,651,53.8898940295,37.6970793487,0,0,0.684931506849,0,7.72809511502,91.5869733781,8.41302662187,7734.47216796875,516.332799976085
