FID,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape_Leng,Shape__Length
1527,Jewish War Veterans Drive,5737800,5,2,1,2009,BL,179.753475697,179.7534757002
1528,Old Trail Road,5778500,5,2,0,0,SUP,32.6549890722,32.6549636676462
1529,Seaver Street,6228600,3,2,1,2016,BL,331.954444296,331.954444288478
1530,Seaver Street,5148700,3,2,1,2016,BFBL,362.886568852,362.886568836457
1531,Seaver Street,5290300,3,2,1,2016,BFBL,240.34235145,240.342351446655
1532,Old Trail Road,5334100,5,2,0,0,SUP,205.575443297,205.575443301511
1533,Ruggles Street,4573100,5,2,0,2010,SLM,17.730964527,17.7309645270282
1534,Massachusetts Avenue,4521900,3,2,0,2016,SBLBL,55.5026592796,55.5026592770314
1535,Washington Street,5272000,3,2,1,2011,SLM,163.902317302,163.902317294608
1536,Albany Street,5251200,5,2,0,2012,SLM,76.8828150358,76.8828150301531
1537,Causeway Street,5287400,5,2,0,2017,SBL,49.3043105539,49.3043105683134
1538,Causeway Street,4433000,5,2,0,2017,SBL,47.8514849608,47.8514849525107
1539,Massachusetts Avenue,5308900,3,2,0,2016,SBLBL,46.5728805606,46.5728805632342
1540,Massachusetts Avenue,5308800,3,2,0,2016,SBLBL,46.5466979782,46.5466979791356
1541,Massachusetts Avenue,5200300,3,2,0,2016,SBL,31.4231750486,31.4231750474882
1542,Hereford Street,4500900,5,2,0,2013,BL,41.5956847043,41.5956847007639
1543,Norfolk Street,5723602,5,2,0,2017,BL,31.5816998531,31.5816998448315
1544,Ballou Avenue,4885901,0,2,0,2015,SLM,61.9965341316,61.9965341275628
1545,Norfolk Street,5217600,5,2,0,2017,BL,63.2547360861,63.2547360948337
1546,Blue Hill Avenue,6211600,3,2,1,2012,SLM,170.498040315,170.498040316919
1547,Blue Hill Avenue,4771600,3,2,1,2012,SLM,118.492225414,118.492225412009
1548,Blue Hill Avenue,6211300,5,2,1,2016,BL,44.3660343745,44.3660343732708
1549,Blue Hill Avenue,6240500,5,2,1,2010,BL,77.78287005,77.7828700539607
1550,Columbia Road,5402100,5,2,1,2010,BL,16.857580436,16.8575804436404
1551,Columbia Road,6246400,5,2,1,2010,BL,69.6059070937,69.6059070961985
1552,Blue Hill Avenue,5223300,5,2,1,2012,SLM,44.8830415921,44.8830415929601
1553,Blue Hill Avenue,6240800,5,2,1,2012,SLM,102.699929542,102.699929536654
1554,Blue Hill Avenue,6240900,5,2,1,2012,SLM,25.3292335978,25.3292335976108
1555,Warren Street,4704200,5,2,0,2010,SLM,40.5165643315,40.5165643304395
1556,Warren Street,6264000,5,2,1,2011,SLM,32.1950564943,32.1950564942836
1557,Warren Street,6264100,5,2,1,2011,BL,143.479546401,143.479546395262
1558,Warren Street,5601200,5,2,1,2011,BL,73.4726399948,73.4726399948073
1559,Walnut Avenue,5189500,6,2,0,2011,BLSL,41.2400759965,41.2400759891701
1560,Walnut Avenue,5741900,6,2,0,2011,BLSL,13.6066879289,13.6066879344441
1561,Warren Street,5741600,5,2,1,2011,BL,84.6278556156,84.6278556136722
1562,Warren Street,5474600,5,2,0,2011,SLM,23.4259483943,23.4259483945467
1563,Warren Street,6263200,5,2,0,2011,SLM,40.8443165164,40.8443165185247
1564,Warren Street,5602600,5,2,1,2011,SLM,22.4444671637,22.4444671592196
1565,Washington Street,5632500,3,2,1,2011,SLM,39.1039582489,39.1039582520525
1566,Columbus Avenue,4537200,3,2,0,2009,BL,79.2534713314,79.253471326228
1567,Dalton Street,4517200,5,2,0,2013,BLSL,79.8949564014,79.8949564023218
1568,Commonwealth Avenue,6209000,3,2,1,2010,BL,200.707153706,200.707153707312
1569,Cambridge Street,5838200,3,2,0,2011,BL,99.2717707266,99.2717707337167
1570,Columbia Road,6239100,5,2,1,2010,BL,108.613531716,108.613531715339
1571,Columbia Road,5753000,5,2,1,2010,BL,72.0092740792,72.0092740838332
1572,Columbia Road,5753100,5,2,1,2010,BL,105.972794224,105.972794223974
1573,Columbia Road,6239400,5,2,1,2010,BL,72.3852952664,72.3852952636193
1574,Norfolk Street,4858400,5,2,0,2017,BL,58.0874127857,58.0874127801471
1575,Talbot Avenue,4859700,5,2,0,2010,BL,126.271902946,126.271902953273
1576,Geneva Avenue,4775800,5,2,0,2016,SLM,72.549117294,72.5491172961741
1577,Albany Street,4595800,5,2,0,2012,SLM,143.309797379,143.309797377115
1578,Massachusetts Avenue,46806700,3,2,1,2020,SBL,209.871677789,209.871677788775
1579,Massachusetts Avenue,5263200,3,2,1,2020,SBL,208.761050355,208.761050357167
1580,Columbus Avenue,4527700,3,2,0,2009,BL,82.4525417109,82.4525417108924
1581,Dartmouth Street,5268700,5,2,0,2011,BL,48.1723540991,48.1723540991157
1582,Dartmouth Street,5268600,5,2,0,2011,BL,48.5338706532,48.5338706573961
1583,Dartmouth Street,5268900,5,2,0,2011,BL,49.1285761561,49.1285761475511
1584,Beacon Street,4472100,3,2,0,2018,SBL,188.89357376,188.893573761474
1585,Sullivan Square,4392300,3,2,0,2014,BFBL,49.3705586463,49.3705586443989
1586,Columbia Road,6229900,5,2,1,2010,BL,214.685468464,214.685468459251
1587,Columbia Road,6230400,5,2,1,2010,SLM,134.907588182,134.907588179358
1588,Washington Street,5714900,3,2,0,2011,SLM,108.465694167,108.465694176754
1589,Stuart Street,5177700,3,2,0,2017,BL,154.189033757,154.18903376225
1590,West Selden Street,4996100,0,2,0,2022,SLMTC,63.1094702644,63.1094702570614
1591,West Selden Street,5146800,0,2,0,2022,SLMTC,102.810315703,102.810315703433
1592,West Selden Street,5146900,0,2,0,2022,SLMTC,252.003181871,252.003181865143
1593,Morton Street,5875600,5,2,1,2020,BL,88.6382859635,88.6382859578506
1594,Milton Avenue,4968600,6,2,0,2021,SLMTC,79.5803949446,79.5803949445626
1595,Edson Street,4914800,0,2,0,2021,SLMTC,376.734184541,376.734184544319
1596,Quincy Street,4697300,5,2,0,2019,SLM,108.737181394,108.737181385733
1597,Washington Street,4873200,5,2,0, ,SLM,25.7452422099,25.7452422091546
1598,D Street,5756700,5,2,0,2013,CFBL,18.243369921,18.2433699132465
1599,D Street,5756600,5,2,0,2013,SLM,18.3585511536,18.3585511560091
1600,D Street,5224700,5,2,0,2013,SLM,31.1871719443,31.1871719448758
1601,Dorchester Avenue,5627101,3,1,0,2011,SLM,30.9334179414,30.9334179450903
1602,A Street,4540700,5,2,0,2013,BL,54.7652064079,54.7652064056583
1603,A Street,4536300,5,2,0,2013,BL,54.3181595723,54.3181595674173
1604,Stuart Street,5843000,3,2,0,2017,BL,51.0274010117,51.0274010057944
1605,Main Street,5232000,5,2,0,2011,SLM,33.5293539129,33.5293539178286
1606,Main Street,5173000,5,2,0,2011,BL,30.8954342356,30.895434239943
1607,Alford Street,6273600,3,2,1,2016,BFBL,346.113585968,346.113585963447
1608,Adams Street,5695800,5,2,0,2017,BL,186.790875534,186.790875526997
1609,Dorchester Avenue,5198400,3,2,0,2010,SLM,107.407571401,107.407571402178
1610,Dorchester Avenue,5198600,3,2,0,2010,SLM,20.4134013166,20.4134013104474
1611,Dorchester Avenue,4936000,3,2,0,2010,SLM,89.9018726932,89.9018726969451
1612,Dorchester Avenue,5152700,3,2,0,2011,SLM,57.6251017355,57.6251017390949
1613,Dorchester Avenue,4803100,3,2,0,2011,SLM,113.32441636,113.324416355761
1614,Dorchester Avenue,4787500,3,2,0,2011,SLM,51.3063203379,51.306320336569
1615,Adams Street,5853500,5,2,0,2013,SLM,140.076528297,140.076528296685
1616,Adams Street,5853400,5,2,0,2013,SLM,60.6689762029,60.6689762022867
1617,Columbia Road,5764400,5,2,1,2010,BL,220.190733542,220.190733534939
1618,Adams Street,4951900,5,2,0,2017,BL,26.2245953152,26.2245953189251
1619,Washington Street,5171800,3,2,0,2011,SLM,32.3224972411,32.3224972347064
1620,Boylston Street,5424800,3,2,0,2020,SBL,34.3935004052,34.3935004122149
1621,Essex Street,5650100,5,2,0,2012,SLM,40.1805440415,40.1805440414639
1622,Winter Street,5419201,0,2,0,0,PED,44.4496128482,44.4496128463053
1623,Essex Street,5293700,5,2,0,2012,SLM,23.9797197823,23.9797197672375
1624,Winter Street,5419200,0,2,0,0,PED,20.8745661975,20.8745661993574
1625,Warren Street,4422200,5,2,0,2012,BL,33.3445152374,33.3445152374471
1626,Main Street,5458900,5,2,0,2012,BL,87.1924421005,87.1924420961719
1627,Constitution Road,5569500,0,2,0,2018,SBL,64.081724655,64.081724657386
1628,Ashmont Street,5514200,5,2,0,2013,SLM,151.78444265,151.784442650071
1629,John F. Fitzgerald Surface Road,45228900,3,2,0,2014,BL,129.50104603,129.501046030344
1630,Cross Street,5860500,3,2,0,2014,BL,91.4761928703,91.4761928762745
1631,Cross Street,5455400,3,2,0,2014,BL,32.4127051193,32.412705108887
1632,Cross Street,5455300,3,2,0,2014,BL,33.0254843389,33.0254843447949
1633,Causeway Street,5287500,5,2,0,2017,SLM,92.1381078544,92.1381078665176
1634,North Washington Street,5334800,3,2,1,2014,SLM,75.6646590206,75.6646590243013
1635,Commercial Street,5793800,5,2,0,2017,SLM,54.0490610701,54.0490610623584
1636,Commercial Street,5149800,5,2,0,2011,SLM,81.6484957723,81.6484957618032
1637,Salem Street,5243400,0,2,0,2013,SLM,23.66736338,23.6673633833835
1638,First Avenue,5995800,0,8,0,0,SLM,54.9215819052,54.9215819028073
1639,Dorchester Avenue,5686800,3,2,0,2011,SLM,34.8812969315,34.8812969312294
1640,Adams Street,5337800,5,2,0,2013,SLM,35.9004763278,35.900476324378
1641,Adams Street,4775500,5,2,0,2013,SLM,76.5807415162,76.5807415195715
1642,Dorchester Avenue,4728100,3,2,0,2011,BL,59.405074003,59.4050740054746
1643,Dorchester Avenue,4692100,3,2,0,2011,BL,31.2907574282,31.29075742561
1644,Dorchester Avenue,5681200,3,2,0,2011,BL,112.766242248,112.766242248293
1645,Dorchester Avenue,5681100,3,2,0,2011,BL,53.7053290921,53.7053290957259
1646,Dorchester Avenue,5844600,3,2,0,2011,SLM,107.256123319,107.256123319399
1647,Dorchester Avenue,4620600,3,2,0,2011,SLM,129.689360048,129.689360052283
1648,A Street,4531800,5,2,0,2013,BL,125.299994459,125.299994458368
1649,Surface Artery,45235800,3,2,0,2011,BL,167.241091087,167.241091082733
1650,Franklin Street,4462100,5,2,0,2022,SBL,79.6650660568,79.6650660512159
1651,Congress Street,5651700,3,2,0,2012,SLM,73.9019394246,73.9019394291543
1652,High Street,5825800,3,2,0,2011,BL,41.6023690288,41.6023690241618
1653,Pearl Street,5359900,3,2,0,2012,BL,117.374997023,117.374997018116
1654,Washington Street,5647000,5,2,0,0,PED,38.2292798064,38.2292798038731
1655,Broad Street,5279200,5,2,0,2013,SLM,19.2393836606,19.2393836641436
1656,Franklin Street,5359500,5,2,0,2011,BL,98.3034771791,98.3034771850255
1657,Broad Street,5614500,5,2,0,2013,SLM,60.9390278902,60.9390278953031
1658,Neponset Avenue,5781000,5,2,0,2012,BLSL,39.4672009381,39.4672009387591
1659,Dorchester Avenue,4531000,0,2,0,2020,SBL,70.8452115473,70.8452115473488
1660,Dorchester Avenue,4533400,5,2,0,2020,SBL,66.24138875,66.2413887534268
1661,Dorchester Avenue,5438900,3,2,0,2020,SBL,17.6100203979,17.6100203978654
1662,Arlington Street,5272500,3,2,0,2020,SBL,47.844830989,47.8448309859312
1663,Charles Street,5649900,3,2,0,2020,SBL,269.811664027,269.811664026495
1664,Boylston Street,5587800,3,2,1,2020,SBL,282.50282823,282.502828240361
1665,Stuart Street,5378000,3,2,0,2020,BFBL,57.8787979544,57.8787979555816
1666,Cambridge Street,6236700,3,2,1,2022,SBL,78.7390824243,78.7390824317851
1667,Tremont Street,5294000,3,2,0,2020,SBL,225.45889669,225.4588966901
1668,Washington Street,5171900,3,2,0, ,SLM,54.0099314574,54.0099314574057
1669,Washington Street,5172200,3,2,0, ,SLM,218.631177347,218.631177349688
1670,Tremont Street,4486600,3,2,0,2020,SBL,73.481643358,73.4816433543307
1671,Washington Street,5326500,3,2,0,2020,SBL,20.1400818141,20.1400818171617
1672,Harrison Avenue,5461700,5,2,0,2019,BFBL,56.751913892,56.7519138934679
1673,Tremont Street,46180300,3,2,1,2020,SBL,68.2681378418,68.2681378383888
1674,Cambridge Street,46180000,3,2,1,2022,BL,52.8220002728,52.8220002802392
1675,Lomasney Way,46183700,3,2,1,2017,BL,121.955575255,121.955568593469
1676,Cambridge Street,46180200,3,2,1,2022,SBL,134.688284314,134.688284320184
1677,Columbia Road,4654300,3,1,0,2022,BL,97.9666634385,97.9666634386825
1678,Congress Street,5648300,3,2,0,2016,SLM,50.6284083536,50.628408355435
1679,Saratoga Street,5580600,5,2,0,2017,BL,24.125207505,24.1252075005309
1680,D Street,4549800,5,2,0,2013,SLM,40.163456522,40.1634565287805
1681,A Street,5664500,5,2,0,2013,BL,85.1374142776,85.1374142769422
1682,D Street,5203800,5,2,0,2013,BFBL,322.436394504,322.436394508325
1683,A Street,5139300,5,2,0,2013,BLSL,73.4029622241,73.4029622208522
1684,Broad Street,5624501,5,2,0,2013,SLM,56.7173906772,56.7173906775811
1685,Atlantic Avenue,45276400,3,2,0,2011,BFBL,35.034517882,35.0345178769665
1686,Atlantic Avenue,5284400,5,2,0,2017,SBL,99.2015216972,99.2015216944554
1687,Commercial Street,5641100,5,2,0,2017,SBL,35.5273614424,35.5273614452178
1688,Neponset Avenue,4881900,5,2,0,2012,BL,190.99110335,190.991103351596
1689,Mount Vernon Street,4672300,6,2,0,2013,BFBL,365.422444954,365.422444955157
1690,William Day Boulevard,5738600,3,3,0,2018,BL,64.6266731092,64.6266731044387
1691,D Street,5286100,3,5,1,2013,BL,67.3133067494,67.3133067461692
1692,D Street Extension,45264001,3,2,1,2013,SLM,50.4219180094,50.421918012134
1693,Meridian Street,5707400,5,2,0,2013,BLSL,101.190603486,101.190603478166
1694,Meridian Street,5228600,5,2,0,2013,BLSL,76.3854751781,76.3854751740555
1695,Chelsea Street,5138600,5,2,0,2010,BL,119.593427218,119.593427213257
1696,Veterans Of Foreign Wars Parkway,6213700,2,3,1,2013,BL,136.572601283,136.572601285848
1697,Veterans Of Foreign Wars Parkway,6213300,2,3,1,2013,BL,97.7538224942,97.7538224942058
1698,Veterans Of Foreign Wars Parkway,5214600,2,3,1,2013,BL,130.588475695,130.588475700622
1699,Veterans Of Foreign Wars Parkway,6222300,2,3,1,2013,BL,212.455833273,212.455833277285
1700,Commonwealth Avenue Frontage Road Eb,5109800,0,2,1,2013,SLM,69.3454831705,69.3454831637964
1701,Commonwealth Avenue Frontage Road Eb,5109900,0,2,1,2013,SLM,69.5309386332,69.530938636638
1702,Maverick Street,5157300,5,2,0,2015,BL,59.1149323744,59.1149323661173
1703,Chelsea Street,4416800,5,2,0,2010,BL,168.413850977,168.413850977248
1704,Bennington Street,4392000,5,2,0,2008,SLM,198.080868218,198.080868211502
1705,Saratoga Street,5192300,5,2,0,2012,BLSL,50.1019611556,50.101961151264
1706,Saratoga Street,4396200,5,2,0,2012,BL,245.073984799,245.074035035047
1707,Veterans Of Foreign Wars Parkway,6212600,2,3,1,2013,BL,59.336737499,59.3367375017284
1708,Washington Street,4482000,3,2,0,2010,SLM,91.7072244214,91.7072244235446
1709,Washington Street,4485100,3,2,0,2010,SLM,84.9356502754,84.9356502733952
1710,Washington Street,4490600,3,2,0,2010,SLM,104.484790989,104.484790979076
1711,Veterans Of Foreign Wars Parkway,5171200,2,3,1,2013,SLM,83.2682685011,83.2682684930578
1712,Veterans Of Foreign Wars Parkway,4842600,2,3,1,2013,BL,74.7421986808,74.7421986808102
1713,Veterans Of Foreign Wars Parkway,6218400,2,3,1,2013,BL,160.476917142,160.476917143667
1714,Beacon Street,4589500,3,2,0,2009,BL,66.6174572265,66.6174572196958
1715,Beacon Street,4589200,3,2,0,2009,BL,110.67428707,110.674287070012
1716,University Of Massachusetts Access Road,5369400,0,B,0,2019,BL,54.0293798513,54.0293798583767
1717, ,6068800,0, ,0,2019,BL,27.979811445,27.9798114416514
1718, ,6068900,0, ,0,2019,BL,293.786114889,293.786114896513
1719,Central Square,6256800,0,2,0,2017,SLM,21.7129972214,21.712997214753
1720,Commonwealth Avenue Frontage Road Wb,5264100,0,2,1,2013,SLM,118.732530774,118.732530767349
1721,Washington Street,5304300,3,2,1,2010,SLM,20.824736374,20.8247363821702
1722,Faneuil Street,5648800,6,2,0,2017,BL,76.7244423573,76.7244423597577
1723,Chestnut Hill Avenue,5125600,5,2,0,2013,SLM,21.9678588129,21.9678588128574
1724,Commonwealth Avenue,5137100,3,2,1,2013,SLM,139.046439912,139.04643991147
1725,Market Street,6260900,5,2,0,2013,SLM,63.999088721,63.999088720437
1726,Centre Street,4871400,5,2,0,2010,BL,29.4066786608,29.4066786597028
1727,Commonwealth Avenue Frontage Road Wb,4533500,0,2,1,2013,BL,82.5648257411,82.5648257408983
1728,Cambridge Street,6241900,3,2,1,2010,BL,46.226825844,46.2268258591696
1729,Market Street,5623900,5,2,0,2013,BL,134.920804583,134.920804576986
1730,Western Avenue,4437800,5,2,0,2015,BLSL,51.8590054786,51.8590054785534
1731,Belgrade Avenue,4896800,3,2,0,2009,BL,93.3183523604,93.3183523680244
1732,Commonwealth Avenue Frontage Road Eb,5109700,0,2,1,2013,SLM,66.2966385095,66.2966385129011
1733,Cambridge Street,5576200,3,2,0,2015,BL,16.5537877701,16.5537877599522
1734,Cambridge Street,4473600,3,2,0,2015,SLM,95.8946003972,95.8946004052935
1735,Western Avenue,4437300,5,2,0,2015,BLSL,82.7403847526,82.7403847526328
1736,Western Avenue,4436500,5,2,0,2015,BLSL,170.357967698,170.357967698218
1737,Brighton Avenue,6243300,3,2,1,2013,SLM,152.261709229,152.261709235575
1738,Cambridge Street,6265400,3,2,1,2022,BL,160.486949763,160.486949762809
1739,North Harvard Street,5753200,5,2,0,2012,BL,56.9235550164,56.9235550054685
1740,Belgrade Avenue,4895200,3,2,0,2009,BL,181.241827626,181.24182761863
1741,Walter Street,4861300,6,2,0,2016,BLSL,78.5063034105,78.5063034143528
1742,Centre Street,5297400,5,2,1,2010,BL,75.0991270583,75.0991270479477
1743,Centre Street,5213100,2,3,1,2011,BL,124.488671257,124.488671260752
1744,Harvard Avenue,4495300,3,2,0,2010,BL,79.0626019383,79.0626019349073
1745,Harvard Avenue,4503300,3,2,0,2010,BL,123.434656062,123.434656054641
1746,Cambridge Street,5649200,3,2,0,2015,BL,36.0704381196,36.0704381307092
1747,Cambridge Street,4463300,3,2,0,2022,SBLBL,52.9167738188,52.9167738216415
1748,Harvard Avenue,5262700,3,2,0,2010,BL,63.1005938672,63.1005938650245
1749,Franklin Street,4449800,0,2,0,2010,SLM,49.5466320867,49.5466320913014
1750,Everett Street,4440000,6,2,0,2017,BLSL,122.985967855,122.985967851036
1751,Western Avenue,5126700,5,2,0,2015,BLSL,81.1326272085,81.1326272016424
1752,Franklin Street,5584800,0,2,0,2010,SLM,112.871106609,112.871106636572
1753,Cummins Highway,4907500,3,2,0,2012,BL,59.5576306375,59.5576306374848
1754,American Legion Highway,6222800,5,2,1,2009,BFBL,487.797700595,487.79770059326
1755,Washington Street,4850100,3,2,0,2009,BL-PEAKBUS,72.5141203376,72.5141203405263
1756,Washington Street,4820300,3,2,0,2009,BL-PEAKBUS,58.471313411,58.4713134157548
1757,Perkins Street,5150300,5,3,1,2008,BL,37.1674918172,37.1674918222461
1758,Perkins Street,4647000,5,3,1,2008,BL,49.2888669374,49.2888669380103
1759,Commonwealth Avenue,6275900,3,2,1,2019,SBL,32.7564984002,32.7564983916749
1760,Commonwealth Avenue,5119000,3,2,1,2019,SBL,85.4782047438,85.4782047438167
1761,Cambridge Street,6265200,3,2,1,2018,SBL,10.5298336436,10.5298336447848
1762,Cambridge Street,5750900,3,1,1,2018,SBL,30.1990839262,30.1990839198276
1763,American Legion Highway,5172300,5,2,1,2020,SBL,86.8370021876,86.8370021856219
1764,American Legion Highway,6232500,5,2,1,2020,SBL,221.727691179,221.727691180886
1765,Walnut Avenue,5604900,6,2,0,2011,SLM,56.3963316572,56.396331655962
1766,Washington Street,5716100,3,2,0,2016,SLM,78.902056349,78.9020563437183
1767,Washington Street,5117100,3,2,0,2009,BL-PEAKBUS,60.3521380879,60.3521380924886
1768,Arborway,5575200,0,3,1,2018,SBL,205.205791047,205.205791059707
1769,South Street,4752100,5,2,0,2010,SLM,42.0415995827,42.0415995825323
1770,South Street,4753000,5,2,0,2010,SLM,33.0631392657,33.0631392723606
1771,South Street,4759500,5,2,0,2010,SLM,37.1347720191,37.1347720188961
1772,South Street,4758300,5,2,0,2010,SLM,32.6288497166,32.6288497170437
1773,Centre Street,5199400,5,2,1,2011,SLM,29.4472671679,29.4472671668674
1774,Centre Street,4712300,5,2,0,2010,SLM,80.1940325041,80.1940325035937
1775,Centre Street,4669200,5,2,0,2010,SLM,68.2701890354,68.2701890353935
1776,South Huntington Avenue,5682200,5,2,0,2010,BL,233.069511778,233.069511774942
1777,Huntington Avenue,6276201,3,2,1,2010,SLM,36.4771591153,36.4771591077198
1778,American Legion Highway,6222700,5,2,1,2020,SBL,339.900389209,339.900389203458
1779,Walk Hill Street,4874400,5,2,0,2015,BL,138.234301771,138.234301768244
1780,Morton Street,5106500,2,1,1,2013,BFBL,68.6292009061,68.6292009058571
1781,Rossmore Street,4755300,0,2,0,2017,SLMTC,87.2672907829,87.2672907744381
1782,South Huntington Avenue,4616500,5,2,0,2010,BL,92.3277004574,92.3277004595119
1783,Beacon Street,6235100,3,2,1,2020,SBL,69.9643768403,69.9643768332921
1784,Commonwealth Avenue,5127100,3,2,1,2008,BL,189.682443032,189.682443039503
1785,Bay State Road,5653700,6,2,0,2019,CFBL,48.1372670957,48.1372670956928
1786,River Street,6281700,5,2,1,2013,SLM,32.3394499795,32.3394499733052
1787,Blue Hill Avenue,5298200,2,2,1,2010,BL,136.570099051,136.570099054666
1788,Norfolk Street,4988100,5,2,0,2017,BLSL,76.8448561898,76.8448561896764
1789,Huntington Avenue,5679300,3,2,0,2013,SLM,43.2637400408,43.2637400326333
1790,Huntington Avenue,5197500,3,2,0,2013,SLM,27.5931901389,27.5931901389497
1791,Huntington Avenue,5197300,3,2,0,2013,SLM,94.5678944122,94.5678944045051
1792,Huntington Avenue,5745400,3,2,0,2013,SLM,81.1915606057,81.1915606050628
1793,Longwood Avenue,4561200,5,2,0,2015,BLSL,92.3433523223,92.3433523226779
1794,Brookline Avenue,6298200,2,2,0,2013,SBL,92.0833177617,92.0833177617309
1795,Commonwealth Avenue,5176800,3,2,1,2018,SBL,58.7672928721,58.7672928862294
1796,Mountfort Street,5499000,2,2,0,2015,BL,69.6222521595,69.6222521655591
1797,Park Drive,5862800,2,2,0,2015,BL,46.5060675257,46.5060675292437
1798,Commonwealth Avenue,5176500,3,2,1,2008,BL,128.925467426,128.925467432972
1799,Centre Street,5147600,5,2,0,2010,BLSL,34.2440649839,34.2440649759618
1800,Centre Street,5147400,5,2,0,2010,SLM,18.4952665416,18.4952665341103
1801,Tremont Street,4592100,5,2,0,2015,SLM,65.0838487866,65.0838487783003
1802,Huntington Avenue,5613700,3,2,1,2013,SLM,131.958316239,131.958316246096
1803,Saint Alphonsus Street,4578500,5,2,0,2015,BL,37.3013173767,37.3013173765097
1804,Saint Alphonsus Street,5350800,5,2,0,2015,BL,45.0577305596,45.0577305635587
1805,Brookline Avenue,6298400,2,2,0,2013,SBL,148.801726536,148.801726532867
1806,Walnut Avenue,5206100,6,2,0,2011,SLM,45.2269419629,45.2269419624958
1807,Walnut Avenue,5189100,6,2,0,2011,SLM,58.7675161425,58.7675161412566
1808,Walnut Avenue,5189300,6,2,0,2011,SLM,42.5148676196,42.5148676169134
1809,Martin Luther King Boulevard,5221000,5,2,1,2010,BL,219.028670323,219.028670323752
1810,Martin Luther King Boulevard,5303900,5,2,1,2010,BL,347.425781049,347.425781042147
1811,Massachusetts Avenue,6245600,3,2,1,2011,BL,73.617071564,73.6170715586976
1812,Massachusetts Avenue,5273500,3,2,1,2011,BL,72.5247371684,72.5247371605969
1813,Albany Street,4558600,5,2,0,2012,BL,66.1037675491,66.1037675491257
1814,Ruggles Street,6305600,5,2,0,2010,SLM,6.55867053869,6.5586705403463
1815,Huntington Avenue,5594800,3,2,1,2012,SLM,29.9985913047,29.9985912963492
1816,Beacon Street,5625201,3,1,0,2019,BFBL,15.8525098791,15.8525098780762
1817,Beacon Street,5625200,3,3,0,2019,BFBL,13.333333898,13.3333338997806
1818,Blue Hill Avenue,4927400,2,2,1,2010,BL,110.64816602,110.648166016605
1819,Blue Hill Avenue,6213000,3,2,1,2010,SLM,86.7155925689,86.7155925613901
1820,Blue Hill Avenue,6212900,3,2,1,2010,BL,61.2523609794,61.2523609721111
1821,Blue Hill Avenue,6219200,3,2,1,2010,BL,50.3442858098,50.3442858080159
1822, ,6317500,0, ,0, ,SUP,10.8575978339,10.8575978338868
1823,Babcock Street,5351300,0,2,0,2014,SLM,74.0236493411,74.023649341099
1824,American Legion Highway,6264600,5,2,0,2020,SBL,101.75940421,101.759404211744
1825,Canterbury Street,5729000,0,2,0,2021,SLMTC,77.8159968441,77.8159968413846
1826,Canterbury Street,5289700,0,2,0,2021,SLMTC,17.2662966521,17.266296649832
1827,Ukraine Way,6285600,0,0,1,2018,BL,88.9719579682,88.9719579623063
1828,Washington Street,4773000,3,2,0,2018,SBL,21.577937933,21.5779379299683
1829,Washington Street,5141100,3,2,0,2016,SLM,116.204504866,116.204504863274
1830,Park Drive,5597000,3,3,0,2019,BL,78.5755922457,78.5755922382223
1831,Park Drive,4535700,3,3,0,2019,BL,34.2069988108,34.2069988077747
1832,Brookline Avenue,5354200,3,2,0,2019,BLSL,62.640952514,62.6409525064061
1833,Fairway Street,5035400,0,2,0, ,SLM,136.165240072,136.165240079614
1834,Franklin Park Service Road,5271400,0,2,0, ,SUP,103.49311634,103.493116345545
1835,Fenway,5314300,3,3,0,2019,BFBL,236.138673058,236.138673053357
1836,Fenway,4554200,3,3,0,2019,BLSL,71.7046236881,71.7046236826007
1837,Playstead Road,5778600,0,2,0, ,SUP,510.744528054,510.744528058179
1838,Pierpoint Road,5223500,0,2,0, ,SUP,56.2980590791,56.2980590707749
1839,Washington Street,4683500,3,2,0,2016,SLM,67.7408140283,67.7408140283526
1840,Washington Street,5135401,3,2,0,2016,SLM,34.7511401036,34.7511400976949
1841,Washington Street,4624800,3,2,0,2016,SLM,54.9491679325,54.9491679324885
1842,West Selden Street,5146700,0,2,0,2022,SLMTC,61.0867383124,61.0867383124359
1843,Blue Hill Avenue,4807600,3,2,1,2012,BL,37.2518355321,37.251835526812
1844,Blue Hill Avenue,6232100,3,2,1,2012,BL,123.317554448,123.317554443943
1845,Jewish War Veterans Drive,4769700,5,2,1,2009,BL,50.6142959688,50.6142959629993
1846,Blue Hill Avenue,4785900,3,2,1,2012,SLM,95.4230770919,95.4230770900211
1847,Elm Hill Entrance,5373100,0,2,0,0,SUP,210.95109603,210.951096020483
1848,Seaver Street,5148600,3,2,1,2016,BFBL,162.742932662,162.742932672602
1849,Washington Street,5135200,3,2,0,2011,SLM,17.7743227839,17.7743227788008
1850,Walnut Avenue,4659700,6,2,0,2011,SLM,160.353428596,160.353428600041
1851,Warren Street,5602000,5,2,1,2011,BL,38.7116716111,38.7116716081851
1852,Warren Street,5601900,5,2,1,2011,BL,16.5374104154,16.5374104188865
1853,Warren Street,5602100,5,2,1,2011,BL,29.5842556855,29.5842556811239
1854,Warren Street,5602400,5,2,1,2011,BL,44.1724630352,44.1724630351852
1855,Walnut Avenue,4632700,6,2,0,2011,BLSL,81.2703979598,81.2703979575478
