FID,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape_Leng,Shape__Length
2862,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,11.9108802865,11.9108802925703
2863,Boston Harbor Islands Trails,0,0, ,0, ,SUP,12.171179449,12.1711794499877
2864,Boston Harbor Islands Trails,0,0, ,0, ,SUP,306.204078401,306.204078396904
2865,Boston Harbor Islands Trails,0,0, ,0, ,SUP,184.308544631,184.308544635207
2866,Boston Harbor Islands Trails,0,0, ,0, ,SUP,226.388282271,226.38828227076
2867,Boston Harbor Islands Trails,0,0, ,0, ,SUP,2.03481461081,2.03481461286418
2868,Boston Harbor Islands Trails,0,0, ,0, ,SUP,21.1930509994,21.1930509972673
2869,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,102.554710382,102.554710380914
2870,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,41.2385500876,41.238550088016
2871,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,125.763725645,125.763725643327
2872,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,71.176961201,71.1769611999785
2873,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,90.3192166688,90.3192166605522
2874,Boston Harbor Islands Trails,0,0, ,0, ,SUP,4.6883679019,4.6883679035467
2875,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,188.4453991,188.445399101443
2876,Boston Harbor Islands Trails,0,0, ,0, ,SUP,11.7429858138,11.7429858056716
2877,Boston Harbor Islands Trails,0,0, ,0, ,SUP,231.521959774,231.521959781371
2878,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,105.86643597,105.866435971483
2879,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,178.374394253,178.374394253392
2880,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,223.113653914,223.11365391142
2881,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,236.52406172,236.52406171688
2882,Boston Harbor Islands Trails,0,0, ,0, ,SUP,72.2593584441,72.2593584480787
2883,Boston Harbor Islands Trails,0,0, ,0, ,SUP,179.700205859,179.7002058612
2884,Boston Harbor Islands Trails,0,0, ,0, ,SUP,399.414946538,399.414946528825
2885,Boston Harbor Islands Trails,0,0, ,0, ,SUP,152.188320041,152.188320040946
2886,Boston Harbor Islands Trails,0,0, ,0, ,SUP,380.124628484,380.124628485265
2887,Boston Harbor Islands Trails,0,0, ,0, ,SUP,343.730011576,343.730011566379
2888,Boston Harbor Islands Trails,0,0, ,0, ,SUP,23.6859802367,23.6859802353372
2889,Boston Harbor Islands Trails,0,0, ,0, ,SUP,285.34201652,285.342016515738
2890,Boston Harbor Islands Trails,0,0, ,0, ,SUP,22.2488560319,22.24885603248
2891,Boston Harbor Islands Trails,0,0, ,0, ,SUP,120.8698594,120.869859400738
2892,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,43.2622664071,43.2622664113408
2893,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,37.4121921356,37.4121921301431
2894,Boston Harbor Islands Trails,0,0, ,0, ,SUP,5.93397626299,5.93397626294438
2895,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,9.38036141462,9.38036141415922
2896,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,50.4243383545,50.4243383471643
2897,Boston Harbor Islands Trails,0,0, ,0, ,SUP,11.1601404392,11.1601404322653
2898,Boston Harbor Islands Trails,0,0, ,0, ,SUP,50.4351687306,50.4351687304586
2899,Boston Harbor Islands Trails,0,0, ,0, ,SUP,259.144492393,259.144492397594
2900,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,285.085126744,285.085126745491
2901,Boston Harbor Islands Trails,0,0, ,0, ,SUP,8.76240634056,8.76240634339374
2902,Boston Harbor Islands Trails,0,0, ,0, ,SUP,26.9108991659,26.9108991659127
2903,Boston Harbor Islands Trails,0,0, ,0, ,SUP,108.702100879,108.702100879113
2904,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,563.633020484,563.633020483171
2905,Boston Harbor Islands Trails,0,0, ,0, ,SUP,36.3200479655,36.3200479551737
2906,Boston Harbor Islands Trails,0,0, ,0, ,SUP,1.38065000301,1.38065000602551
2907,Boston Harbor Islands Trails,0,0, ,0, ,SUP,248.687044099,248.687044096336
2908,Boston Harbor Islands Trails,0,0, ,0, ,SUP,350.587229529,350.587229526309
2909,Boston Harbor Islands Trails,0,0, ,0, ,SUP,11.7115821762,11.7115821785605
2910,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,14.0688808135,14.0688808053813
2911,Boston Harbor Islands Trails,0,0, ,0, ,SUP,2.90178585018,2.90178585076337
2912,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,13.4238356581,13.4238356585478
2913,Boston Harbor Islands Trails,0,0, ,0, ,SUP,23.3701195108,23.3701195108076
2914,Boston Harbor Islands Trails,0,0, ,0, ,SUP,21.9412084035,21.9412084071203
2915,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,8.85967851999,8.85967852070763
2916,Boston Harbor Islands Trails,0,0, ,0, ,SUPM,9.40299019654,9.40299019316555
2917,Boston Harbor Islands Trails,0,0, ,0, ,SUP,16.436864619,16.4368646273426
2918,Boston Harbor Islands Trails,0,0, ,0, ,SUP,42.4096331412,42.4096331392928
2919,Boston Harbor Islands Trails,0,0, ,0, ,SUP,48.1030414906,48.1030414962157
2920,Boston Harbor Islands Trails,0,0, ,0, ,SUP,0.69482716052,0.694827152880252
2921,Boston Harbor Islands Trails,0,0, ,0, ,SUP,288.484594387,288.484594394211
2922,Belle Isle Marsh Path,0,0,3,0, ,SUPM,166.107545646,166.10758770408
2923,Belle Isle Marsh Path,0,0,3,0, ,SUPM,32.9576616972,32.9576617078451
2924,Belle Isle Marsh Path,0,0,3,0, ,SUPM,92.4853006485,92.4853006492011
2925,Belle Isle Marsh Path,0,0,3,0, ,SUPM,411.901936079,411.901936080604
2926,Belle Isle Marsh Path,0,0,3,0, ,SUPM,226.101659235,226.101659238509
2927,Belle Isle Marsh Path,0,0,3,0, ,SUPM,33.7487797906,33.7487797857928
2928,Belle Isle Marsh Path,0,0,3,0, ,SUPM,6.03089000859,6.03089000859478
2929, ,0,0,3,1,2018,SBL,54.3794024899,54.379402482668
2930,Morrissey Boulevard Bike/Ped Bridge,0,0,3,0, ,SUPM,227.646115655,227.646136657354
2931,Moakley Park Path,0,0, ,0, ,SUP,147.312100786,147.31210078296
2932,MBTA Redline Path,0,0,M,0, ,SUPM,95.5104282776,95.5104282798053
2933, ,0,0,2,0, ,SUPM,80.5872034722,80.587205454
2934,Overpass,0,0,3,0, ,SUP,82.466080334,82.4660465976172
2935, ,0,0,H,0, ,SUPM,200.657715932,200.657729287018
2936, ,0,0,F,0, ,SUPM,381.823895356,381.823910778525
2937, ,0,0, ,0, ,SUP,22.0251043986,22.0250787789769
2938,Emerald Necklace Trail,0,0,2,0, ,SUP,100.885284861,100.885305285317
2939,Pearl Street Extension,0,0,H,0, ,SUPM,128.765899724,128.765879840206
2940,Emerald Necklace Trail,0,0,2,0, ,SUPN,740.96941095,740.969393740109
2941,Boston Harborwalk,0,0,3,0, ,SUP,700.771806039,700.771782306429
2942,Boston Harborwalk,0,0,3,0, ,SUP,622.158938534,622.158962269625
2943, ,0,0,3,0, ,SUP,98.9401057533,98.9401057521592
2944,Emerald Necklace,0,0, ,0, ,SUP,152.667044192,152.667050488893
2945,Emerald Necklace Trail/Sears Rotary,0,0,2,0, ,SUP,99.9583300913,99.958319037412
2946,Moakley Park Path,0,0, ,0, ,SUP,77.2803225864,77.2803361345827
2947,Moakley Park Path,0,0, ,0, ,SUP,312.39024665,312.390136119541
2948,North Bank Shared-Use Bridge,0,0,3,0, ,SUP,318.994998213,318.972637722713
2949,Lovejoy Wharf Harborwalk,0,0,H,0, ,SUP,115.082350949,115.082316231376
2950, ,0,0, ,0, ,SUPM,70.8921098859,70.8921098900743
2951,Charles River/Harborwalk Connection,0,0,3,0, ,SUP,63.3381132099,63.3380724663981
2952,Forsyth Way,5424900,5,2,1,2011,BL,8.35949254456,8.35949254553972
2953,Forsyth Way,6256000,5,2,1,2011,BL,8.22505245262,8.22510871314216
2954,Constitution Road,5620900,0,0,0,2018,SUPM,129.878838486,129.878810766586
2955,Columbus Avenue,4554700,3,2,0,2018,SBL,7.19070801394,7.19070722615642
2956,American Legion Highway,5694900,5,2,1,2009,BFBL,96.5601492276,96.5601319242789
2957,American Legion Highway,6271400,5,2,1,2020,SBL,94.9360126741,94.9360126838346
2958,American Legion Highway,5707600,5,2,1,2020,SBL,170.83698452,170.836984518354
2959,Columbus Avenue,5194100,3,2,0,2018,SBL,10.8076125682,10.8076001809469
2960,Commercial Street,5640800,5,2,0,2017,SBL,17.5378137888,17.5378295906121
2961,Beacon Street,5113600,3,3,0,2019,BFBL,19.2198136557,19.2197884588287
2962,Perkins Street,5345800,5,3,0,2008,BL,15.6967636503,15.6967227695487
2963,Ruggles Street,4581300,5,2,0,2010,SLM,11.576131508,11.5761445457381
2964,Massachusetts Avenue,6313400,3,2,1,2020,SBL,9.9133967128,9.91342847072935
2965,Massachusetts Avenue,46806900,3,2,1,2020,SBL,9.67480746228,9.67477431530338
2966,Commonwealth Avenue,6270100,3,2,1,2010,BL,4.33768372326,4.33765581866118
2967,Commonwealth Avenue,5859202,3,2,1,2010,BL,1.9230667651,1.9230582155098
2968,Longfellow Bridge,6273800,2,3,1,2018,BL,54.8520175169,54.8520175154547
2969,Veterans Of Foreign Wars Parkway,4933300,2,3,1,2013,BL,62.609879068,62.6098851236117
2970,Veterans Of Foreign Wars Parkway,6212700,2,3,1,2013,BL,76.3898623642,76.3898488546582
2971,Veterans Of Foreign Wars Parkway,6212700,2,3,1,2013,BL,30.4646956234,30.4647372869522
2972,Veterans Of Foreign Wars Parkway,5107700,2,3,1,2013,SLM,192.19111662,192.191132704127
2973,Veterans Of Foreign Wars Parkway,4801700,2,3,1,2013,BL,180.187199756,180.187203432742
2974,Veterans Of Foreign Wars Parkway,6218700,2,3,1,2013,BL,159.475659151,159.475687765287
2975,Kilby Street,5805600,0,2,0,2011,BL,6.46676676694,6.46673369272201
2976,Atlantic Avenue,5424100,3,2,0,2011,BL,83.5357282741,83.5357507654124
2977,Water Street,5620900,0,3,0,0,SUP,20.1293464264,20.1293326763379
2978,Water Street,5620900,0,3,0,0,SUP,78.7290425241,78.692195984105
2979,Cambridge Street,5609700,3,2,1,2015,BFBL,199.784816402,199.784826438735
2980,Saratoga Street Bridge,4396200,5,1,0,2012,BL,87.209674911,87.2095993041562
2981,Freeport Street,5629000,3,2,0,2013,BL,32.131811676,32.1318116944799
2982, ,0,0, ,0, ,SUPM,396.069668183,396.069668183748
2983,Emerald Necklace Trail,0,0, ,0, ,SUPN,370.688503007,370.688517893169
2984, ,0,0,3,0, ,SUP,256.565786339,256.565736919617
2985,Arnold Arboretum Trails,0,0,2,0, ,SUP,626.814012803,626.814059717993
2986,Emerald Necklace Trail/Sears Rotary,0,0,2,0, ,SUPM,37.1431646241,37.1431646222039
2987,Emerald Necklace Trail,0,0,2,0, ,SUP,39.4482984079,39.4482820037812
2988, ,0,0,3,0, ,SUPM,302.963571701,302.963572368373
2989,Emerald Necklace Trail,0,0,3,0, ,SUPM,53.8546001636,53.8546001382826
2990, ,0,0,H,0, ,SUPM,86.0005414977,86.000644773129
2991,Boston Harborwalk,0,0, ,0, ,SUPM,39.5879664747,39.5879664755766
2992,Boston Harborwalk,0,0, ,0, ,SUPM,39.4079371275,39.4079371299082
2993,Congress Street,5613200,5,2,0,2019,BL,53.7097240723,53.7097240836403
2994,Emerald Necklace Trail,0,0,2,0, ,SUPM,68.5064525418,68.5064573419044
2995, ,0,0,H,0, ,SUPM,66.6061920179,66.6061625101037
2996,East Boston Greenway,0,0,2,0, ,SUP,138.497771035,138.497753741783
2997,Boston Harborwalk,0,0, ,0, ,SUPM,124.394800262,124.394800263697
2998,Arnold Arboretum Trails,0,0,2,0, ,SUP,838.83720413,838.83721706501
2999,Arnold Arboretum Trails,0,0,2,0, ,SUP,191.646592957,191.646590515784
3000,Arnold Arboretum Trails,0,0,2,0, ,SUP,602.22527738,602.225241936801
3001,Arnold Arboretum Trails,0,0,2,0, ,SUP,228.820203881,228.820190144498
3002,Southwest Corridor,0,0,3,0, ,SUP,277.104933633,277.105068466675
3003,East First Street Path,0,0,5,0, ,SUPM,610.876351192,610.876331758447
3004,Boston Harborwalk,0,0,3,0, ,SUP,706.279707342,706.27970734073
3005,Paul Dudley White Charles River Bike Path,0,0,3,0, ,SUP,549.436466901,549.436424700936
3006,Emerald Necklace Trail,0,0,2,0, ,SUPM,262.59977138,262.599777996588
3007,Connection to North Station,0,0, ,0, ,SUPM,204.262127745,204.26212774931
3008,Paul Revere Landing Park,0,0, ,0, ,SUP,124.643194187,124.643194196882
3009,Paul Revere Landing Park,0,0,2,0, ,SLM,65.946823682,65.9468320168585
3010,Fifth Street/Bunker Hill Street Connector,0,0,1,0, ,SUP,72.2853382809,72.285328065373
3011, ,0,0,3,0, ,SUP,73.9445040394,73.9445040495276
3012,Southbay Harbor Trail,0,0,H,0, ,SUP,45.1392545915,45.1256210129048
3013,Emerald Necklace Trail,0,0,2,0, ,SUPM,11.5492107805,11.5492810294752
3014,Emerald Necklace Trail,0,0,2,0, ,SUPM,341.935927116,341.935964028093
3015,Fenway Connector To Park Drive,4546100,3,3,1,2019,BL,13.191060105,13.1910310451604
3016,Emerald Necklace Trail,0,0,2,0, ,SUP,17.5721004623,17.5720903367001
3017,Emerald Necklace Trail,0,0,2,0, ,SUPM,35.1769867302,35.1769325721733
3018, ,0,0, ,0, ,SUPM,84.5476467701,84.5476116736063
3019, ,0,0,5,0, ,SUP,154.911336978,154.911381035433
3020,Boston Harborwalk,0,0,2,0, ,SUPM,7.92587589948,7.92587589948106
3021,Moakley Park Path,0,0,3,0, ,SUP,424.791138074,424.791142628372
3022,South Bay Harbor Trail,0,0,2,0, ,SUP,353.052093572,353.052057746393
3023,Emerald Necklace Trail,0,0,2,0, ,SUP,313.202782183,313.202835837436
3024,Southwest Corridor,0,0,3,0, ,SUP,469.169894685,469.169923457722
3025,Boston Harborwalk,0,0,3,0, ,SUP,361.335457918,361.335469556449
3026,Charles River Bike Path,0,0,3,0, ,SUP,433.893470303,433.893480269067
3027, ,0,0, ,0, ,SUP,482.054146308,482.054201021581
3028,Charles Street Circle,5338900,2,3,1,2022,SBL,12.4765352978,12.4764989418527
3029,Paul Revere Park,0,0,3,0, ,SUP,124.647897434,124.647882108996
3030,Rutherford Trail Project,0,0,2,0, ,SUP,19.6804614065,19.6805082716795
3031,Belle Isle Marsh Path,0,0,3,0, ,SUPM,35.2759369107,35.2758948470397
3032,Belle Isle Marsh Path,0,0,3,0, ,SUPM,10.3568813014,10.3568609680454
3033,Boston Harborwalk,0,0,3,0, ,SUP,566.454627463,566.454627455351
3034,Readville to Neponset,0,0,3,0, ,SUP,166.58580854,166.585808536153
3035,South Bay Harbor Trail,0,0,1,0,2020,SUP,190.354456183,190.354416803058
3036,Charles Street Circle,5338600,3,2,1,2022,SBL,12.3371519266,12.3371498487732
3037,Southbay Harbor Trail,0,0,2,0, ,SUP,224.563598211,224.531927862685
3038,Emerald Necklace Trail,0,0,2,0, ,SUP,77.5099660873,77.5099934233311
3039,Fenway-Yawkey Multi-Use Path,0,0,H,0,2021,SUP,25.8461877721,25.8461852929429
3040,Pappas Sidepath,0,0,H,0, ,SUPM,836.320843729,836.32077812112
3041,Park Plaza,4486500,3,2,0,2020,BL,43.6025113493,43.6024697207855
3042,Southbay Harbor Trail,0,0,H,0, ,SUP,280.340513411,280.340517988322
3043,Emerald Necklace Trail,0,0,2,0, ,SUP,23.4472174372,23.4472174316346
3044,Charles River Path,0,0, ,0, ,SUPM,202.52076617,202.520836106116
3045,Charles River Path,0,0, ,0, ,SUPM,227.153195844,227.153276498448
3046,Charles River Bike Path,0,0,3,0, ,SUP,657.231735718,657.23170638553
3047,John W. Weeks Bridge,0,0,3,0, ,SUP,146.597054171,146.597085626862
3048,Charles River Bike Path,0,0,3,0, ,SUP,9.93418489554,9.93420934765527
3049,Charles River Bike Path,0,0,3,0, ,SUP,9.92230863117,9.92232553503468
3050,Charles River Bike Path,0,0,3,0, ,SUP,735.389162549,735.389151690961
3051,Charles River Bike Path,0,0,3,0, ,SUP,14.0964508765,14.0964621789681
3052,Charles River Bike Path,0,0,3,0, ,SUP,1042.45398881,1042.32465274877
3053,Charles River Bike Path,0,0,3,0, ,SUP,201.264729509,201.238071374824
3054,Charles River Bike Path,0,0,3,0, ,SUP,410.094740022,410.094738934943
3055,Charles River Bike Path,0,0,3,0, ,SUP,357.148726694,357.148745590292
3056,Paul Dudley White Charles River Bike Path,0,0,3,0, ,SUP,1759.76871782,1759.62738323403
3057,Paul Dudley White Charles River Bike Path,0,0,3,0, ,SUP,480.083598727,480.083566642913
3058,Paul Dudley White Charles River Bike Path,0,0,3,0, ,SUP,943.593733488,943.517231572446
3059,Paul Dudley White Charles River Bike Path,0,0,3,0, ,SUP,905.501090414,905.421829659017
3060,Paul Dudley White Charles River Bike Path,0,0,3,0, ,WALK,27.934082662,27.9339816648251
3061,Paul Dudley White Charles River Bike Path,0,0,3,0, ,SUP,490.100799269,490.100801456117
3062,Paul Dudley White Charles River Bike Path,0,0,3,0, ,WALK,6.20618499338,6.19185985419983
3063,Paul Dudley White Charles River Bike Path,0,0,3,0, ,SUP,532.715334493,532.715390001209
3064,Charles River Path,0,0, ,0, ,SUP,5.67916482945,5.67917087351567
3065, ,0,0,3,0, ,SUP,10.0904979517,10.0905475892839
3066, ,0,0,3,0, ,SUP,9.71438567129,9.71435719851057
3067,Rutherford Trail Project,0,0,2,0, ,SUP,9.65758890751,9.61535537190226
3068,Columbia Road,5850100,3,1,1,2022,BL,150.374135693,150.374126901599
3069,Columbia Road,5850100,3,1,1,2022,BL,49.1848401177,49.1847943374035
3070,East Boundary Path,0,0,3,0, ,SUP,736.761750187,736.761738045684
3071,Bold Knob Path,0,0,3,0, ,SUP,166.684437489,166.653546768847
3072,Chamberlain Path,0,0,3,0, ,SUP,392.509102021,392.509058723865
3073,Overbrook Path,0,0,3,0, ,SUP,614.544354266,614.544323357318
3074,Gavin Path,0,0,3,0, ,SUP,269.461593978,269.461684572961
3075,Southbay Harbor Trail,0,0,H,0, ,SUP,80.9566156871,80.9566413074309
3076,Southbay Harbor Trail,0,0,H,0, ,SUP,212.319841314,212.225189181468
3077,Paul Revere Park,0,0,3,0, ,SUP,194.661228711,194.637340660859
3078,Paul Revere Park,0,0,3,0, ,SUP,9.9781394079,9.96569748424425
3079,Rutherford Trail Project,0,0,2,0, ,SUP,7.21528751071,7.21530265263962
3080,Moakley Park Path,0,0, ,0, ,SUP,239.735189879,239.735189877014
3081,Moakley Park Path,0,0, ,0, ,SUP,41.5226171361,41.5226479391197
3082,Moakley Park Path,0,0, ,0, ,SUP,80.5783824403,80.5783827778342
3083,Neponset River Trail,0,0,3,0, ,SUP,112.529084677,112.528997325047
3084, ,0,0,3,0, ,SUP,310.7978428,310.797842789118
3085,East Boston Greenway,0,0,2,0, ,SUP,83.9907603147,83.9907860514844
3086,East Boston Greenway,0,0,2,0, ,SUP,85.0673199455,85.0672979026932
3087,Neponset River Trail,0,0,3,0, ,SUP,620.977716819,620.977747414653
3088,Neponset River Trail,0,0,3,0, ,SUP,24.7093241584,24.709363320773
3089,Southwest Corridor,0,0,3,0, ,SUP,140.661394877,140.661390509821
3090,Neponset River Trail,0,0,3,0, ,SUP,85.6703907331,85.6704466890092
3091,Neponset River Trail,0,0,3,0, ,SUP,105.454525299,105.454537033186
3092, ,0,0, ,0,2018,SUP,260.564759909,260.564835032359
3093, ,0,0, ,0, ,SUP,342.817085352,342.817141988308
3094,Southwest Corridor,0,0, ,0, ,SUP,56.83545016,56.835448440955
3095, ,0,0, ,0, ,SUP,376.459138903,376.459150482173
3096, ,0,0, ,0, ,SUP,311.57826426,311.578302849348
3097, ,0,0, ,0, ,SUP,31.2032530891,31.203226830316
3098, ,0,0, ,0, ,SUP,118.99855127,118.998559320952
3099,Southwest Corridor,0,0,3,0, ,SUP,81.8043685776,81.8043835784317
3100,Southwest Corridor,0,0,3,0, ,SUP,13.7593080829,13.759222510649
3101, ,0,0, ,0, ,SUP,64.3759328563,64.3759493610686
3102, ,0,0, ,0, ,SUP,69.8110665439,69.8110645843307
3103, ,0,0, ,0, ,SUP,18.5384409427,18.5383997671771
3104, ,0,0, ,0, ,SUP,22.4195228122,22.419525555821
3105, ,0,0, ,0, ,SUP,51.2421044795,51.2421225869543
3106, ,0,0, ,0, ,SUP,94.7081382497,94.7081173224998
3107, ,0,0, ,0, ,SUP,98.8852726239,98.8852267313433
3108, ,0,0, ,0, ,SUP,214.785221193,214.785215828365
3109, ,0,0, ,0, ,SUPM,87.3247958368,87.3248170145112
3110, ,0,0, ,0, ,SUPM,141.749377291,141.749386601268
3111, ,0,0, ,0, ,SUPM,29.3420476356,29.3420874102909
3112, ,0,0, ,0, ,SUPM,92.9529806677,92.9530194991065
3113, ,0,0, ,0, ,SUP,149.87967059,149.879709582339
3114, ,0,0, ,0, ,SUPM,90.2580666659,90.2580694491199
3115, ,0,0, ,0, ,SUPM,90.4487938976,90.4488068281818
3116,Constitution Beach Footbridge,0,0, ,0, ,WALK,166.076969762,166.076925781127
3117, ,0,0, ,0, ,SUPM,172.611599401,172.611602803154
3118, ,0,0, ,0, ,SUPM,128.394374259,128.394381360677
3119, ,0,0, ,0, ,SUPM,64.3806868458,64.3806895090676
3120, ,0,0, ,0, ,SUP,184.729895154,184.729859399601
3121, ,0,0, ,0, ,SUP,149.113158385,149.113209819683
3122, ,0,0, ,0, ,SUP,153.769441702,153.769426472871
3123, ,0,0, ,0, ,SUP,70.1702869303,70.17028475138
3124,Emerald Necklace Trail,0,0,2,0, ,SUPM,176.157821095,176.157835985142
3125, ,0,0, ,0,2018,SBL,47.3249262377,47.3249262578047
3126,Constitution Road to Navy Yard Connection,0,0,8,0, ,SUP,20.0306431823,20.030643180428
3127, ,0,0, ,0,2018,SLM,90.8149828119,90.8149828119153
3128, ,0,0, ,0,2018,BL,185.621904487,185.621904482838
3129, ,0,0, ,0,2018,BL,158.593550854,158.593550858136
3130, ,0,0, ,0,2018,SUP,62.062486903,62.0625042560417
3131, ,0,0, ,0,2018,SUP,51.3845317647,51.3845030809063
3132,Emerald Necklace Trail,0,0,2,0, ,SUP,12.9617379887,12.9617907672046
3133,Emerald Necklace Trail,0,0,2,0, ,SUP,14.8120264188,14.8119879557953
3134, ,0,0, ,0, ,SUP,65.4680900257,65.4680964754791
3135, ,0,0, ,0, ,SLM,224.300357639,224.300341815978
3136,South Campus Drive,0,0, ,0,2016,SBL,145.802096999,145.802097001467
3137,South Campus Drive,0,0, ,0,2016,SUP,280.32439548,280.32436093273
3138,Beacon Street,5278200,3,2,1, ,BL,60.4707310666,60.4707310728429
3139, ,0,0, ,0,2021,SUP,217.777353581,217.777306808414
3140, ,0,0, ,0,2014,BL,146.994955315,146.994959825954
3141, ,0,0, ,0,2014,BL,71.8987732019,71.8987075010528
3142, ,0,0, ,0,2014,BL,57.437034621,57.4370935913722
3143, ,0,0, ,0,2021,SUP,128.081011019,128.081101026041
3144, ,0,0, ,0,2021,SUP,221.666039949,221.666057887066
3145, ,0,0, ,0,2021,SUP,67.2292528437,67.2292860519957
3146, ,0,0, ,0,2021,SUP,238.02980191,238.029767542389
3147, ,0,0, ,0,2019,SBL,252.328367344,252.328367356401
3148, ,0,0, ,0,2019,BL,345.358308706,345.358280768054
3149,Mount Vernon Street,4674600,6,2,0,2019,SBL,30.9464324749,30.9464694167716
3150, ,0,0, ,0, ,BL,39.6401080588,39.6400514994669
3151, ,0,0, ,0,2019,BL,337.477857233,337.477863869309
3152, ,0,0, ,0,2019,BL,69.9582579369,69.9582845354665
3153, ,0,0, ,0,2019,BL,63.8336765667,63.8336348387669
3154, ,0,0, ,0,2019,SUP,104.580179991,104.580156006961
3155, ,0,0, ,0,2019,SUP,111.177406634,111.177451846882
3156, ,0,0, ,0,2019,SUP,75.3865094425,75.3864601077145
3157, ,0,0, ,0,2019,SUP,111.337073954,111.337098360288
